mitre_id,technique,tactics,groups
T1113,Screen Capture,Collection,Dragonfly|Gamaredon Group|FIN7|Magic Hound|MoustachedBouncer|BRONZE BUTLER|Dark Caracal|Silence|APT39|MuddyWater|OilRig|Group5|APT28|GOLD SOUTHFIELD
T1082,System Information Discovery,Discovery,APT3|Sidewinder|APT32|Inception|Windigo|Confucius|Chimera|APT18|Turla|Ke3chang|Higaisa|ZIRCONIUM|APT19|TA2541|Patchwork|Lazarus Group|Mustang Panda|admin@338|SideCopy|Kimsuky|OilRig|Blue Mockingbird|Darkhotel|FIN13|Rocke|Stealth Falcon|MuddyWater|APT37|Magic Hound|APT38|Volt Typhoon|TeamTNT|Aquatic Panda|Tropic Trooper|Sowbug|FIN8|Windshift|Wizard Spider|Moses Staff|HEXANE|Sandworm Team|Gamaredon Group
T1546.008,Accessibility Features,Privilege Escalation|Persistence,APT29|Fox Kitten|APT41|Deep Panda|Axiom|APT3
T1499,Endpoint Denial of Service,Impact,Sandworm Team
T1561,Disk Wipe,Impact,no
T1590.005,IP Addresses,Reconnaissance,Andariel|HAFNIUM|Magic Hound
T1614,System Location Discovery,Discovery,SideCopy
T1497.003,Time Based Evasion,Defense Evasion|Discovery,no
T1496,Resource Hijacking,Impact,Rocke|TeamTNT|Blue Mockingbird|APT41
T1216.001,PubPrn,Defense Evasion,APT32
T1588.002,Tool,Resource Development,Ember Bear|Whitefly|CopyKittens|Metador|Aquatic Panda|BlackTech|APT28|LuminousMoth|APT38|Threat Group-3390|Lazarus Group|Dragonfly|BackdoorDiplomacy|Sandworm Team|APT41|POLONIUM|Blue Mockingbird|BITTER|DarkVishnya|Leafminer|FIN13|GALLIUM|FIN7|Ferocious Kitten|Silent Librarian|Ke3chang|APT-C-36|Cobalt Group|MuddyWater|TA2541|APT32|Earth Lusca|FIN6|Cleaver|Volt Typhoon|Silence|Kimsuky|Thrip|FIN8|PittyTiger|APT1|TA505|APT19|Turla|LAPSUS$|Wizard Spider|IndigoZebra|TEMP.Veles|Patchwork|WIRTE|FIN5|Moses Staff|BRONZE BUTLER|Gorgon Group|Carbanak|menuPass|HEXANE|Chimera|Inception|APT39|APT33|Aoqin Dragon|Magic Hound|FIN10|DarkHydrus|APT29
T1591.001,Determine Physical Locations,Reconnaissance,Magic Hound
T1011,Exfiltration Over Other Network Medium,Exfiltration,no
T1613,Container and Resource Discovery,Discovery,TeamTNT
T1548.004,Elevated Execution with Prompt,Privilege Escalation|Defense Evasion,no
T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,no
T1562.006,Indicator Blocking,Defense Evasion,no
T1124,System Time Discovery,Discovery,Sidewinder|Lazarus Group|Darkhotel|BRONZE BUTLER|Turla|The White Company|Chimera|ZIRCONIUM|Higaisa
T1055.004,Asynchronous Procedure Call,Defense Evasion|Privilege Escalation,FIN8
T1651,Cloud Administration Command,Execution,APT29
T1098.002,Additional Email Delegate Permissions,Persistence|Privilege Escalation,APT28|APT29|Magic Hound
T1591.002,Business Relationships,Reconnaissance,LAPSUS$|Dragonfly|Sandworm Team
T1505.003,Web Shell,Persistence,Tonto Team|Sandworm Team|APT29|Volatile Cedar|GALLIUM|Tropic Trooper|Leviathan|Threat Group-3390|Volt Typhoon|Deep Panda|BackdoorDiplomacy|APT38|APT39|TEMP.Veles|APT32|Magic Hound|OilRig|Dragonfly|APT28|Moses Staff|Kimsuky|HAFNIUM|Fox Kitten|FIN13
T1574.007,Path Interception by PATH Environment Variable,Persistence|Privilege Escalation|Defense Evasion,no
T1137.002,Office Test,Persistence,APT28
T1491.002,External Defacement,Impact,Sandworm Team
T1555.006,Cloud Secrets Management Stores,Credential Access,no
T1548.003,Sudo and Sudo Caching,Privilege Escalation|Defense Evasion,no
T1071.004,DNS,Command And Control,Chimera|FIN7|APT39|LazyScripter|Tropic Trooper|APT41|APT18|Cobalt Group|Ke3chang|OilRig
T1021.003,Distributed Component Object Model,Lateral Movement,no
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Exfiltration,APT28
T1071.001,Web Protocols,Command And Control,Inception|Rancor|Lazarus Group|Threat Group-3390|FIN13|BRONZE BUTLER|TA505|Windshift|Dark Caracal|Gamaredon Group|Magic Hound|APT33|Chimera|Tropic Trooper|APT37|TA551|FIN8|Orangeworm|OilRig|FIN4|APT39|Wizard Spider|APT41|APT19|Sidewinder|Cobalt Group|Mustang Panda|TeamTNT|APT18|LuminousMoth|Ke3chang|WIRTE|SilverTerrier|Higaisa|Confucius|Metador|Stealth Falcon|Kimsuky|Sandworm Team|APT28|APT32|APT38|Rocke|BITTER|HAFNIUM|Turla|MuddyWater
T1587.002,Code Signing Certificates,Resource Development,PROMETHIUM|Patchwork
T1548.001,Setuid and Setgid,Privilege Escalation|Defense Evasion,no
T1543,Create or Modify System Process,Persistence|Privilege Escalation,no
T1498.002,Reflection Amplification,Impact,no
T1547,Boot or Logon Autostart Execution,Persistence|Privilege Escalation,no
T1059,Command and Scripting Interpreter,Execution,Dragonfly|Fox Kitten|APT37|APT39|Ke3chang|Whitefly|FIN6|FIN5|APT19|OilRig|FIN7|APT32|Windigo|Stealth Falcon
T1574.013,KernelCallbackTable,Persistence|Privilege Escalation|Defense Evasion,Lazarus Group
T1553.004,Install Root Certificate,Defense Evasion,no
T1653,Power Settings,Persistence,no
T1037.002,Login Hook,Persistence|Privilege Escalation,no
T1098,Account Manipulation,Persistence|Privilege Escalation,APT3|HAFNIUM|Kimsuky|Dragonfly|APT41|FIN13|Lazarus Group|Magic Hound
T1598.002,Spearphishing Attachment,Reconnaissance,Dragonfly|Sidewinder|SideCopy
T1220,XSL Script Processing,Defense Evasion,Cobalt Group|Higaisa
T1557.003,DHCP Spoofing,Credential Access|Collection,no
T1562.011,Spoof Security Alerting,Defense Evasion,no
T1003.005,Cached Domain Credentials,Credential Access,MuddyWater|OilRig|Leafminer|APT33
T1041,Exfiltration Over C2 Channel,Exfiltration,Chimera|Lazarus Group|LuminousMoth|Confucius|Gamaredon Group|MuddyWater|Stealth Falcon|Sandworm Team|Ke3chang|APT32|Leviathan|Wizard Spider|APT39|Higaisa|APT3|ZIRCONIUM|GALLIUM|Kimsuky
T1055.002,Portable Executable Injection,Defense Evasion|Privilege Escalation,Gorgon Group|Rocke
T1027.006,HTML Smuggling,Defense Evasion,APT29
T1656,Impersonation,Defense Evasion,LAPSUS$
T1074.001,Local Data Staging,Collection,menuPass|Lazarus Group|APT39|Threat Group-3390|BackdoorDiplomacy|Sidewinder|FIN13|Volt Typhoon|FIN5|Wizard Spider|Mustang Panda|Kimsuky|Dragonfly|Patchwork|Leviathan|MuddyWater|GALLIUM|APT3|Chimera|TeamTNT|Indrik Spider|APT28|TEMP.Veles
T1608.002,Upload Tool,Resource Development,Threat Group-3390
T1567.004,Exfiltration Over Webhook,Exfiltration,no
T1071.002,File Transfer Protocols,Command And Control,SilverTerrier|Dragonfly|Kimsuky|APT41
T1111,Multi-Factor Authentication Interception,Credential Access,Chimera|LAPSUS$|Kimsuky
T1546.005,Trap,Privilege Escalation|Persistence,no
T1593.002,Search Engines,Reconnaissance,Kimsuky
T1574.001,DLL Search Order Hijacking,Persistence|Privilege Escalation|Defense Evasion,menuPass|Whitefly|Evilnum|RTM|BackdoorDiplomacy|Threat Group-3390|Aquatic Panda|Tonto Team|APT41
T1598.001,Spearphishing Service,Reconnaissance,no
T1055.011,Extra Window Memory Injection,Defense Evasion|Privilege Escalation,no
T1074,Data Staged,Collection,Wizard Spider|Volt Typhoon
T1542,Pre-OS Boot,Defense Evasion|Persistence,no
T1092,Communication Through Removable Media,Command And Control,APT28
T1014,Rootkit,Defense Evasion,Rocke|Winnti Group|TeamTNT|APT41|APT28
T1189,Drive-by Compromise,Initial Access,Leviathan|Windshift|Windigo|Lazarus Group|Threat Group-3390|Andariel|Earth Lusca|RTM|Axiom|Patchwork|APT32|BRONZE BUTLER|Dark Caracal|Leafminer|APT19|PROMETHIUM|APT28|APT38|Elderwood|Transparent Tribe|Dragonfly|Magic Hound|APT37|Turla|PLATINUM|Darkhotel|Machete
T1137.006,Add-ins,Persistence,Naikon
T1087.002,Domain Account,Discovery,Turla|FIN13|Volt Typhoon|MuddyWater|Chimera|Dragonfly|Wizard Spider|Poseidon Group|BRONZE BUTLER|OilRig|FIN6|Sandworm Team|LAPSUS$|Fox Kitten|Ke3chang|menuPass
T1134.003,Make and Impersonate Token,Defense Evasion|Privilege Escalation,FIN13
T1222.002,Linux and Mac File and Directory Permissions Modification,Defense Evasion,APT32|Rocke|TeamTNT
T1562.002,Disable Windows Event Logging,Defense Evasion,Threat Group-3390|Magic Hound
T1548,Abuse Elevation Control Mechanism,Privilege Escalation|Defense Evasion,no
T1555,Credentials from Password Stores,Credential Access,Leafminer|APT33|MuddyWater|Evilnum|OilRig|Stealth Falcon|APT39|FIN6|Volt Typhoon|HEXANE
T1561.001,Disk Content Wipe,Impact,Lazarus Group
T1098.004,SSH Authorized Keys,Persistence|Privilege Escalation,TeamTNT|Earth Lusca
T1021.001,Remote Desktop Protocol,Lateral Movement,Wizard Spider|Magic Hound|FIN13|Axiom|APT41|Patchwork|APT1|Cobalt Group|HEXANE|Dragonfly|Leviathan|FIN7|APT3|Kimsuky|OilRig|Chimera|FIN8|FIN10|TEMP.Veles|Lazarus Group|Fox Kitten|Blue Mockingbird|FIN6|APT39|Silence|menuPass
T1213.003,Code Repositories,Collection,LAPSUS$
T1205.001,Port Knocking,Defense Evasion|Persistence|Command And Control,PROMETHIUM
T1505.004,IIS Components,Persistence,no
T1569.002,Service Execution,Execution,APT32|Blue Mockingbird|APT38|Chimera|FIN6|APT41|Wizard Spider|APT39|Ke3chang|Silence
T1565.002,Transmitted Data Manipulation,Impact,APT38
T1569,System Services,Execution,TeamTNT
T1499.004,Application or System Exploitation,Impact,no
T1037.005,Startup Items,Persistence|Privilege Escalation,no
T1553.003,SIP and Trust Provider Hijacking,Defense Evasion,no
T1595.001,Scanning IP Blocks,Reconnaissance,TeamTNT
T1546.004,Unix Shell Configuration Modification,Privilege Escalation|Persistence,no
T1053.003,Cron,Execution|Persistence|Privilege Escalation,APT38|Rocke
T1560,Archive Collected Data,Collection,Axiom|Dragonfly|APT28|APT32|menuPass|Ke3chang|FIN6|Patchwork|Leviathan|Lazarus Group|LuminousMoth
T1565,Data Manipulation,Impact,FIN13
T1610,Deploy Container,Defense Evasion|Execution,TeamTNT
T1587.001,Malware,Resource Development,Ke3chang|TeamTNT|Indrik Spider|Moses Staff|APT29|Lazarus Group|Kimsuky|Aoqin Dragon|Cleaver|LuminousMoth|FIN13|FIN7|Sandworm Team|Turla
T1558.002,Silver Ticket,Credential Access,no
T1218.009,Regsvcs/Regasm,Defense Evasion,no
T1001.002,Steganography,Command And Control,Axiom
T1078.002,Domain Accounts,Defense Evasion|Persistence|Privilege Escalation|Initial Access,APT3|TA505|Threat Group-1314|Sandworm Team|Naikon|Magic Hound|Wizard Spider|Indrik Spider|Volt Typhoon|Chimera
T1557.002,ARP Cache Poisoning,Credential Access|Collection,Cleaver|LuminousMoth
T1608.005,Link Target,Resource Development,LuminousMoth|Silent Librarian
T1584.002,DNS Server,Resource Development,LAPSUS$
T1560.001,Archive via Utility,Collection,Fox Kitten|APT33|MuddyWater|Aquatic Panda|APT3|Kimsuky|Gallmaker|Ke3chang|menuPass|Sowbug|FIN13|FIN8|Volt Typhoon|CopyKittens|APT28|BRONZE BUTLER|Magic Hound|HAFNIUM|Chimera|Earth Lusca|APT1|Wizard Spider|Mustang Panda|APT41|Turla|APT39|GALLIUM
T1489,Service Stop,Impact,Indrik Spider|LAPSUS$|Lazarus Group|Wizard Spider
T1207,Rogue Domain Controller,Defense Evasion,no
T1204,User Execution,Execution,LAPSUS$
T1553.001,Gatekeeper Bypass,Defense Evasion,no
T1553.005,Mark-of-the-Web Bypass,Defense Evasion,TA505|APT29
T1018,Remote System Discovery,Discovery,Sandworm Team|Threat Group-3390|Ke3chang|Chimera|menuPass|Deep Panda|HEXANE|BRONZE BUTLER|HAFNIUM|Turla|Fox Kitten|Wizard Spider|GALLIUM|APT3|Naikon|FIN5|Magic Hound|Rocke|APT39|Leafminer|FIN8|Indrik Spider|Earth Lusca|Volt Typhoon|Dragonfly|FIN6|Silence|APT32
T1547.002,Authentication Package,Persistence|Privilege Escalation,no
T1091,Replication Through Removable Media,Lateral Movement|Initial Access,FIN7|Darkhotel|APT28|Aoqin Dragon|Tropic Trooper|Mustang Panda|LuminousMoth
T1600,Weaken Encryption,Defense Evasion,no
T1659,Content Injection,Initial Access|Command And Control,MoustachedBouncer
T1543.001,Launch Agent,Persistence|Privilege Escalation,no
T1555.002,Securityd Memory,Credential Access,no
T1555.005,Password Managers,Credential Access,LAPSUS$|Fox Kitten|Threat Group-3390
T1048,Exfiltration Over Alternative Protocol,Exfiltration,TeamTNT
T1525,Implant Internal Image,Persistence,no
T1053.006,Systemd Timers,Execution|Persistence|Privilege Escalation,no
T1021.008,Direct Cloud VM Connections,Lateral Movement,no
T1583.006,Web Services,Resource Development,Lazarus Group|APT29|FIN7|Turla|APT32|APT17|APT28|ZIRCONIUM|MuddyWater|POLONIUM|LazyScripter|TA2541|Magic Hound|Confucius|Kimsuky|HAFNIUM|Earth Lusca|IndigoZebra
T1574.004,Dylib Hijacking,Persistence|Privilege Escalation|Defense Evasion,no
T1550.003,Pass the Ticket,Defense Evasion|Lateral Movement,APT32|APT29|BRONZE BUTLER
T1480,Execution Guardrails,Defense Evasion,no
T1558.001,Golden Ticket,Credential Access,Ke3chang
T1600.001,Reduce Key Space,Defense Evasion,no
T1546.006,LC_LOAD_DYLIB Addition,Privilege Escalation|Persistence,no
T1556,Modify Authentication Process,Credential Access|Defense Evasion|Persistence,FIN13
T1087,Account Discovery,Discovery,FIN13
T1574.005,Executable Installer File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1564.001,Hidden Files and Directories,Defense Evasion,HAFNIUM|Rocke|Tropic Trooper|APT28|Mustang Panda|Lazarus Group|FIN13|Transparent Tribe|LuminousMoth|APT32
T1564.007,VBA Stomping,Defense Evasion,no
T1593,Search Open Websites/Domains,Reconnaissance,Sandworm Team
T1546.007,Netsh Helper DLL,Privilege Escalation|Persistence,no
T1059.009,Cloud API,Execution,APT29|TeamTNT
T1090,Proxy,Command And Control,Sandworm Team|POLONIUM|MoustachedBouncer|APT41|LAPSUS$|Fox Kitten|Magic Hound|CopyKittens|Earth Lusca|Blue Mockingbird|Turla|Windigo|Volt Typhoon
T1498,Network Denial of Service,Impact,APT28
T1027.005,Indicator Removal from Tools,Defense Evasion,APT3|Patchwork|OilRig|Turla|TEMP.Veles|GALLIUM|Deep Panda
T1543.004,Launch Daemon,Persistence|Privilege Escalation,no
T1027,Obfuscated Files or Information,Defense Evasion,Moses Staff|APT18|Dark Caracal|Leviathan|menuPass|APT37|APT33|Higaisa|APT39|APT3|APT-C-36|Tropic Trooper|BlackOasis|Lazarus Group|Magic Hound|Fox Kitten|Molerats|APT28|Kimsuky|BackdoorDiplomacy|TA2541|TeamTNT|Darkhotel|Group5|APT41|Putter Panda|Threat Group-3390|Inception|Metador|Ember Bear|Ke3chang|BITTER|Elderwood|TA505|Gamaredon Group|Windshift|Sandworm Team|APT19|Mustang Panda|Blue Mockingbird|Mofang|Transparent Tribe|Sidewinder|Gallmaker|Rocke|GALLIUM|Earth Lusca|Whitefly|OilRig|APT32
T1566.003,Spearphishing via Service,Initial Access,CURIUM|Windshift|OilRig|Lazarus Group|Ajax Security Team|APT29|EXOTIC LILY|FIN6|Dark Caracal|Magic Hound
T1588.006,Vulnerabilities,Resource Development,Sandworm Team
T1546,Event Triggered Execution,Privilege Escalation|Persistence,no
T1556.002,Password Filter DLL,Credential Access|Defense Evasion|Persistence,Strider
T1176,Browser Extensions,Persistence,Kimsuky
T1562,Impair Defenses,Defense Evasion,Magic Hound
T1187,Forced Authentication,Credential Access,DarkHydrus|Dragonfly
T1027.008,Stripped Payloads,Defense Evasion,no
T1070.006,Timestomp,Defense Evasion,TEMP.Veles|APT29|Lazarus Group|APT38|APT28|Rocke|Kimsuky|APT32|Chimera
T1057,Process Discovery,Discovery,OilRig|Stealth Falcon|Earth Lusca|Higaisa|APT37|Lazarus Group|Andariel|Ke3chang|Darkhotel|Molerats|Mustang Panda|Magic Hound|Poseidon Group|Rocke|Windshift|APT38|APT28|TeamTNT|Gamaredon Group|HAFNIUM|Tropic Trooper|MuddyWater|Turla|Sidewinder|Kimsuky|Volt Typhoon|APT1|HEXANE|Winnti Group|Chimera|Deep Panda|APT3|Inception
T1543.002,Systemd Service,Persistence|Privilege Escalation,TeamTNT|Rocke
T1585,Establish Accounts,Resource Development,APT17|Fox Kitten
T1591,Gather Victim Org Information,Reconnaissance,Kimsuky|Lazarus Group
T1574.010,Services File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1010,Application Window Discovery,Discovery,Lazarus Group|HEXANE
T1565.003,Runtime Data Manipulation,Impact,APT38
T1056.001,Keylogging,Collection|Credential Access,PLATINUM|Kimsuky|Ke3chang|APT41|APT39|APT32|HEXANE|Sowbug|Group5|Threat Group-3390|menuPass|APT38|Magic Hound|FIN4|FIN13|APT28|APT3|Sandworm Team|Tonto Team|Lazarus Group|Darkhotel|OilRig|Ajax Security Team
T1110.003,Password Spraying,Credential Access,APT29|APT28|Leafminer|APT33|Chimera|HEXANE|Lazarus Group|Silent Librarian
T1547.006,Kernel Modules and Extensions,Persistence|Privilege Escalation,no
T1556.006,Multi-Factor Authentication,Credential Access|Defense Evasion|Persistence,no
T1037.003,Network Logon Script,Persistence|Privilege Escalation,no
T1071.003,Mail Protocols,Command And Control,Kimsuky|APT28|SilverTerrier|APT32|Turla
T1027.003,Steganography,Defense Evasion,Leviathan|MuddyWater|Andariel|BRONZE BUTLER|Earth Lusca|TA551|APT37|Tropic Trooper
T1055.012,Process Hollowing,Defense Evasion|Privilege Escalation,Patchwork|Kimsuky|TA2541|Gorgon Group|menuPass|Threat Group-3390
T1056.003,Web Portal Capture,Collection|Credential Access,no
T1090.004,Domain Fronting,Command And Control,APT29
T1137,Office Application Startup,Persistence,APT32|Gamaredon Group
T1485,Data Destruction,Impact,APT38|Sandworm Team|Gamaredon Group|Lazarus Group|LAPSUS$
T1110.001,Password Guessing,Credential Access,APT29|APT28
T1204.001,Malicious Link,Execution,Earth Lusca|Confucius|Molerats|APT32|Kimsuky|Sidewinder|Magic Hound|Elderwood|Machete|APT29|TA505|APT28|Mustang Panda|BlackTech|Evilnum|Patchwork|TA2541|APT3|Wizard Spider|Turla|LazyScripter|Leviathan|FIN7|Mofang|APT39|Windshift|LuminousMoth|Ember Bear|Transparent Tribe|APT33|ZIRCONIUM|OilRig|MuddyWater|Sandworm Team|FIN4|EXOTIC LILY|FIN8|Cobalt Group
T1609,Container Administration Command,Execution,TeamTNT
T1222.001,Windows File and Directory Permissions Modification,Defense Evasion,Wizard Spider
T1137.001,Office Template Macros,Persistence,MuddyWater
T1027.009,Embedded Payloads,Defense Evasion,no
T1588.004,Digital Certificates,Resource Development,LuminousMoth|Lazarus Group|BlackTech|Silent Librarian
T1027.004,Compile After Delivery,Defense Evasion,Gamaredon Group|Rocke|MuddyWater
T1106,Native API,Execution,Lazarus Group|SideCopy|Gorgon Group|Turla|TA505|Chimera|APT37|menuPass|Tropic Trooper|Silence|Higaisa|APT38|BlackTech|Gamaredon Group
T1036.005,Match Legitimate Name or Location,Defense Evasion,admin@338|APT32|Earth Lusca|APT39|Sidewinder|WIRTE|PROMETHIUM|Tropic Trooper|Machete|Silence|APT41|APT29|APT28|MuddyWater|FIN13|BackdoorDiplomacy|Gamaredon Group|Patchwork|Magic Hound|TEMP.Veles|Chimera|TA2541|Poseidon Group|Lazarus Group|Volt Typhoon|Ferocious Kitten|LuminousMoth|Carbanak|Darkhotel|Naikon|Transparent Tribe|TeamTNT|Rocke|APT1|menuPass|Whitefly|Ke3chang|Mustang Panda|BRONZE BUTLER|Kimsuky|Blue Mockingbird|Indrik Spider|Sandworm Team|SideCopy|Fox Kitten|FIN7|Sowbug|Aoqin Dragon
T1553.002,Code Signing,Defense Evasion,Winnti Group|Wizard Spider|Patchwork|Silence|Scattered Spider|LuminousMoth|menuPass|Moses Staff|Ember Bear|FIN7|Lazarus Group|Kimsuky|APT41|FIN6|CopyKittens|Leviathan|GALLIUM|Darkhotel|Molerats|TA505|PROMETHIUM|Suckfly
T1070.003,Clear Command History,Defense Evasion,menuPass|APT41|TeamTNT|Lazarus Group|Magic Hound
T1218.001,Compiled HTML File,Defense Evasion,OilRig|Silence|APT38|APT41|Dark Caracal
T1562.012,Disable or Modify Linux Audit System,Defense Evasion,no
T1482,Domain Trust Discovery,Discovery,Earth Lusca|FIN8|Magic Hound|Chimera
T1137.005,Outlook Rules,Persistence,no
T1203,Exploitation for Client Execution,Execution,Higaisa|Mustang Panda|APT3|Leviathan|APT29|APT37|Sandworm Team|BlackTech|EXOTIC LILY|Lazarus Group|TA459|APT32|APT28|Inception|BITTER|APT12|Cobalt Group|Patchwork|Elderwood|Threat Group-3390|admin@338|BRONZE BUTLER|Tonto Team|Transparent Tribe|Axiom|Aoqin Dragon|Tropic Trooper|Darkhotel|Confucius|APT33|Dragonfly|MuddyWater|Sidewinder|Andariel|Ember Bear|APT41|The White Company
T1556.008,Network Provider DLL,Credential Access|Defense Evasion|Persistence,no
T1123,Audio Capture,Collection,APT37
T1021.005,VNC,Lateral Movement,GCMAN|FIN7|Gamaredon Group|Fox Kitten
T1574.006,Dynamic Linker Hijacking,Persistence|Privilege Escalation|Defense Evasion,APT41|Rocke
T1592.001,Hardware,Reconnaissance,no
T1012,Query Registry,Discovery,Turla|Kimsuky|OilRig|Stealth Falcon|Threat Group-3390|Dragonfly|APT32|APT39|Volt Typhoon|ZIRCONIUM|Chimera|Lazarus Group|Fox Kitten
T1597.002,Purchase Technical Data,Reconnaissance,LAPSUS$
T1590.001,Domain Properties,Reconnaissance,Sandworm Team
T1027.010,Command Obfuscation,Defense Evasion,Chimera|Magic Hound|Sandworm Team|TA505|Sidewinder|Leafminer|Cobalt Group|Aquatic Panda|FIN7|FIN8|Fox Kitten|MuddyWater|TA551|Gamaredon Group|FIN6|Turla|LazyScripter|Wizard Spider|Silence|APT19|GOLD SOUTHFIELD|APT32|Ember Bear|HEXANE|Patchwork
T1059.008,Network Device CLI,Execution,no
T1499.003,Application Exhaustion Flood,Impact,no
T1218.004,InstallUtil,Defense Evasion,Mustang Panda|menuPass
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Exfiltration,no
T1222,File and Directory Permissions Modification,Defense Evasion,no
T1543.003,Windows Service,Persistence|Privilege Escalation,Kimsuky|Carbanak|Wizard Spider|APT19|APT38|PROMETHIUM|DarkVishnya|APT41|Ke3chang|APT32|Cobalt Group|Lazarus Group|TeamTNT|Threat Group-3390|Tropic Trooper|FIN7|APT3|Blue Mockingbird|Earth Lusca
T1134.002,Create Process with Token,Defense Evasion|Privilege Escalation,Lazarus Group|Turla
T1055.003,Thread Execution Hijacking,Defense Evasion|Privilege Escalation,no
T1480.001,Environmental Keying,Defense Evasion,APT41|Equation
T1570,Lateral Tool Transfer,Lateral Movement,FIN10|GALLIUM|Sandworm Team|APT32|Aoqin Dragon|Wizard Spider|Chimera|Magic Hound|Turla|Volt Typhoon
T1029,Scheduled Transfer,Exfiltration,Higaisa
T1584.003,Virtual Private Server,Resource Development,Turla
T1534,Internal Spearphishing,Lateral Movement,HEXANE|Kimsuky|Leviathan|Gamaredon Group
T1036.009,Break Process Trees,Defense Evasion,no
T1556.001,Domain Controller Authentication,Credential Access|Defense Evasion|Persistence,Chimera
T1491.001,Internal Defacement,Impact,Gamaredon Group|Lazarus Group
T1564.010,Process Argument Spoofing,Defense Evasion,no
T1056.002,GUI Input Capture,Collection|Credential Access,FIN4
T1008,Fallback Channels,Command And Control,FIN7|Lazarus Group|OilRig|APT41
T1036.004,Masquerade Task or Service,Defense Evasion,Kimsuky|BackdoorDiplomacy|Magic Hound|APT41|Wizard Spider|Higaisa|APT-C-36|APT32|ZIRCONIUM|Carbanak|FIN7|Fox Kitten|FIN6|Naikon|BITTER|Lazarus Group|PROMETHIUM|FIN13
T1590.006,Network Security Appliances,Reconnaissance,no
T1195.003,Compromise Hardware Supply Chain,Initial Access,no
T1055,Process Injection,Defense Evasion|Privilege Escalation,Cobalt Group|Silence|TA2541|APT32|Turla|Wizard Spider|APT37|PLATINUM|Kimsuky|APT41
T1606.001,Web Cookies,Credential Access,no
T1568.003,DNS Calculation,Command And Control,APT12
T1583.003,Virtual Private Server,Resource Development,Axiom|LAPSUS$|TEMP.Veles|HAFNIUM|Dragonfly
T1596.003,Digital Certificates,Reconnaissance,no
T1601.002,Downgrade System Image,Defense Evasion,no
T1007,System Service Discovery,Discovery,Ke3chang|TeamTNT|BRONZE BUTLER|APT1|Chimera|Earth Lusca|OilRig|Indrik Spider|admin@338|Kimsuky|Turla|Aquatic Panda|Poseidon Group
T1597.001,Threat Intel Vendors,Reconnaissance,no
T1589.001,Credentials,Reconnaissance,LAPSUS$|APT28|Magic Hound|Chimera|Leviathan
T1574.011,Services Registry Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1619,Cloud Storage Object Discovery,Discovery,no
T1505.001,SQL Stored Procedures,Persistence,no
T1016.002,Wi-Fi Discovery,Discovery,Magic Hound
T1564.003,Hidden Window,Defense Evasion,DarkHydrus|Higaisa|Deep Panda|APT19|CopyKittens|Gamaredon Group|APT32|Nomadic Octopus|APT28|Magic Hound|Gorgon Group|APT3|Kimsuky
T1114.003,Email Forwarding Rule,Collection,LAPSUS$|Silent Librarian|Kimsuky
T1528,Steal Application Access Token,Credential Access,APT28
T1542.004,ROMMONkit,Defense Evasion|Persistence,no
T1020.001,Traffic Duplication,Exfiltration,no
T1592.003,Firmware,Reconnaissance,no
T1583.001,Domains,Resource Development,TeamTNT|Lazarus Group|IndigoZebra|APT28|LazyScripter|TA505|Silent Librarian|menuPass|ZIRCONIUM|Mustang Panda|HEXANE|APT1|Gamaredon Group|TA2541|Earth Lusca|Transparent Tribe|Ferocious Kitten|FIN7|Kimsuky|Dragonfly|Threat Group-3390|APT32|Sandworm Team|BITTER|EXOTIC LILY|Leviathan|Winnti Group|Magic Hound
T1652,Device Driver Discovery,Discovery,no
T1021.007,Cloud Services,Lateral Movement,APT29
T1037.001,Logon Script (Windows),Persistence|Privilege Escalation,Cobalt Group|APT28
T1578.005,Modify Cloud Compute Configurations,Defense Evasion,no
T1059.005,Visual Basic,Execution,HEXANE|SideCopy|Windshift|Gamaredon Group|FIN7|TA2541|Lazarus Group|Silence|FIN13|Turla|BRONZE BUTLER|Transparent Tribe|APT38|Machete|Mustang Panda|Leviathan|Patchwork|FIN4|Cobalt Group|Magic Hound|OilRig|Inception|Sidewinder|Earth Lusca|Confucius|Molerats|WIRTE|Kimsuky|APT33|MuddyWater|Sandworm Team|APT32|APT-C-36|TA505|LazyScripter|TA459|Rancor|APT37|Higaisa|Gorgon Group|APT39
T1608.006,SEO Poisoning,Resource Development,no
T1110.004,Credential Stuffing,Credential Access,Chimera
T1591.004,Identify Roles,Reconnaissance,LAPSUS$|HEXANE
T1593.001,Social Media,Reconnaissance,EXOTIC LILY|Kimsuky
T1562.009,Safe Mode Boot,Defense Evasion,no
T1055.008,Ptrace System Calls,Defense Evasion|Privilege Escalation,no
T1548.005,Temporary Elevated Cloud Access,Privilege Escalation|Defense Evasion,no
T1568,Dynamic Resolution,Command And Control,APT29|TA2541|Gamaredon Group|Transparent Tribe|BITTER
