mitre_id,technique,tactics,groups
T1598.003,Spearphishing Link,Reconnaissance,Sandworm Team|Mustang Panda|Sidewinder|Dragonfly|Patchwork|APT32|Moonstone Sleet|ZIRCONIUM|Silent Librarian|Kimsuky|Star Blizzard|CURIUM|Magic Hound|APT28
T1040,Network Sniffing,Credential Access|Discovery,DarkVishnya|Kimsuky|Sandworm Team|APT28|APT33
T1087.003,Email Account,Discovery,Magic Hound|TA505|Sandworm Team|RedCurl
T1071,Application Layer Protocol,Command And Control,Rocke|Magic Hound|TeamTNT|INC Ransom
T1129,Shared Modules,Execution,no
T1204.002,Malicious File,Execution,FIN6|RedCurl|Darkhotel|TA551|Indrik Spider|Transparent Tribe|Naikon|Inception|Moonstone Sleet|Mofang|Higaisa|Wizard Spider|SideCopy|Leviathan|APT29|Tonto Team|Saint Bear|APT38|PLATINUM|Tropic Trooper|Cobalt Group|APT33|BRONZE BUTLER|APT30|Sandworm Team|Windshift|Ferocious Kitten|APT32|APT37|OilRig|FIN4|APT-C-36|Threat Group-3390|CURIUM|Whitefly|BlackTech|Earth Lusca|Andariel|APT39|Aoqin Dragon|The White Company|WIRTE|RTM|HEXANE|Gallmaker|Kimsuky|Gorgon Group|APT28|PROMETHIUM|Mustang Panda|Elderwood|Gamaredon Group|admin@338|LazyScripter|Sidewinder|Patchwork|Silence|BITTER|TA2541|DarkHydrus|Machete|Dark Caracal|Rancor|FIN7|FIN8|MuddyWater|IndigoZebra|TA459|menuPass|Nomadic Octopus|APT19|Magic Hound|Molerats|Confucius|Star Blizzard|Dragonfly|TA505|APT12|EXOTIC LILY|Lazarus Group|Ajax Security Team|Malteiro
T1070.009,Clear Persistence,Defense Evasion,no
T1021.004,SSH,Lateral Movement,BlackTech|Fox Kitten|OilRig|Rocke|Aquatic Panda|Lazarus Group|APT5|FIN7|GCMAN|FIN13|Leviathan|menuPass|Indrik Spider|TeamTNT|APT39
T1583.002,DNS Server,Resource Development,Axiom|HEXANE
T1090.003,Multi-hop Proxy,Command And Control,Inception|Leviathan|APT29|FIN4|Volt Typhoon|Ember Bear|APT28|ZIRCONIUM
T1134.004,Parent PID Spoofing,Defense Evasion|Privilege Escalation,no
T1221,Template Injection,Defense Evasion,Gamaredon Group|Dragonfly|Tropic Trooper|APT28|DarkHydrus|Inception|Confucius
T1584.005,Botnet,Resource Development,Axiom|Volt Typhoon|Sandworm Team
T1557,Adversary-in-the-Middle,Credential Access|Collection,Kimsuky
T1602.001,SNMP (MIB Dump),Collection,no
T1553.006,Code Signing Policy Modification,Defense Evasion,Turla|APT39
T1055.015,ListPlanting,Defense Evasion|Privilege Escalation,no
T1003.007,Proc Filesystem,Credential Access,no
T1584.001,Domains,Resource Development,APT1|Kimsuky|Mustard Tempest|SideCopy|Magic Hound|Transparent Tribe
T1070.001,Clear Windows Event Logs,Defense Evasion,FIN8|APT28|Indrik Spider|Volt Typhoon|Dragonfly|FIN5|Play|Aquatic Panda|Chimera|APT41|APT38|APT32
T1205.002,Socket Filters,Defense Evasion|Persistence|Command And Control,no
T1555.003,Credentials from Web Browsers,Credential Access,RedCurl|OilRig|APT37|Inception|TA505|Patchwork|FIN6|APT33|LAPSUS$|Molerats|APT3|APT41|Volt Typhoon|ZIRCONIUM|Malteiro|MuddyWater|HEXANE|Sandworm Team|Ajax Security Team|Leafminer|Stealth Falcon|Kimsuky
T1132.002,Non-Standard Encoding,Command And Control,no
T1070.008,Clear Mailbox Data,Defense Evasion,no
T1583,Acquire Infrastructure,Resource Development,Ember Bear|Agrius|Indrik Spider|Star Blizzard|Sandworm Team|Kimsuky
T1113,Screen Capture,Collection,Dragonfly|Gamaredon Group|FIN7|Magic Hound|MoustachedBouncer|BRONZE BUTLER|Dark Caracal|Silence|APT39|MuddyWater|Volt Typhoon|OilRig|Group5|Winter Vivern|APT28|GOLD SOUTHFIELD
T1082,System Information Discovery,Discovery,APT3|Sidewinder|Moonstone Sleet|Malteiro|APT32|Inception|Windigo|Confucius|Chimera|APT18|Turla|Ke3chang|Higaisa|ZIRCONIUM|APT19|TA2541|Patchwork|Lazarus Group|Mustang Panda|admin@338|SideCopy|Kimsuky|Daggerfly|CURIUM|OilRig|Blue Mockingbird|Darkhotel|FIN13|Rocke|Winter Vivern|Stealth Falcon|MuddyWater|APT37|Magic Hound|RedCurl|APT38|APT41|Volt Typhoon|TeamTNT|Aquatic Panda|Tropic Trooper|Sowbug|ToddyCat|FIN8|Windshift|Wizard Spider|Mustard Tempest|Moses Staff|HEXANE|Play|Sandworm Team|Gamaredon Group
T1546.008,Accessibility Features,Privilege Escalation|Persistence,APT29|Fox Kitten|APT41|Deep Panda|Axiom|APT3
T1499,Endpoint Denial of Service,Impact,Sandworm Team
T1561,Disk Wipe,Impact,no
T1590.005,IP Addresses,Reconnaissance,Andariel|HAFNIUM|Magic Hound
T1036.010,Masquerade Account Name,Defense Evasion,Magic Hound|APT3|Dragonfly
T1614,System Location Discovery,Discovery,Volt Typhoon|SideCopy
T1497.003,Time Based Evasion,Defense Evasion|Discovery,no
T1496,Resource Hijacking,Impact,no
T1216.001,PubPrn,Defense Evasion,APT32
T1546.017,Udev Rules,Persistence,no
T1588.002,Tool,Resource Development,Whitefly|CopyKittens|Metador|Aquatic Panda|BlackTech|APT28|LuminousMoth|APT38|Threat Group-3390|Lazarus Group|Dragonfly|BackdoorDiplomacy|Sandworm Team|APT41|POLONIUM|Blue Mockingbird|BITTER|DarkVishnya|Leafminer|FIN13|GALLIUM|FIN7|Cinnamon Tempest|Ferocious Kitten|Silent Librarian|Ke3chang|APT-C-36|Cobalt Group|MuddyWater|TA2541|APT32|Earth Lusca|FIN6|Cleaver|Volt Typhoon|Silence|Play|Kimsuky|Thrip|FIN8|PittyTiger|APT1|TA505|APT19|Turla|LAPSUS$|Wizard Spider|IndigoZebra|Patchwork|WIRTE|FIN5|Moses Staff|Star Blizzard|BRONZE BUTLER|INC Ransom|Gorgon Group|Carbanak|menuPass|HEXANE|Gamaredon Group|Chimera|Inception|APT39|APT33|Aoqin Dragon|Magic Hound|FIN10|DarkHydrus|APT29
T1591.001,Determine Physical Locations,Reconnaissance,Magic Hound
T1011,Exfiltration Over Other Network Medium,Exfiltration,no
T1613,Container and Resource Discovery,Discovery,TeamTNT
T1548.004,Elevated Execution with Prompt,Privilege Escalation|Defense Evasion,no
T1127,Trusted Developer Utilities Proxy Execution,Defense Evasion,no
T1562.006,Indicator Blocking,Defense Evasion,APT41|APT5
T1124,System Time Discovery,Discovery,Sidewinder|Lazarus Group|Darkhotel|BRONZE BUTLER|Turla|Volt Typhoon|The White Company|Chimera|ZIRCONIUM|Higaisa|CURIUM
T1055.004,Asynchronous Procedure Call,Defense Evasion|Privilege Escalation,FIN8
T1651,Cloud Administration Command,Execution,APT29
T1098.002,Additional Email Delegate Permissions,Persistence|Privilege Escalation,APT28|APT29|Magic Hound
T1496.004,Cloud Service Hijacking,Impact,no
T1213.005,Messaging Applications,Collection,Scattered Spider|Fox Kitten|LAPSUS$
T1591.002,Business Relationships,Reconnaissance,LAPSUS$|Dragonfly|Sandworm Team
T1505.003,Web Shell,Persistence,Tonto Team|CURIUM|Sandworm Team|APT29|Volatile Cedar|GALLIUM|Tropic Trooper|Leviathan|Threat Group-3390|Volt Typhoon|Deep Panda|BackdoorDiplomacy|APT38|APT39|APT32|Magic Hound|OilRig|Ember Bear|Agrius|Dragonfly|APT28|Moses Staff|Kimsuky|HAFNIUM|Fox Kitten|APT5|FIN13
T1027.013,Encrypted/Encoded File,Defense Evasion,Moses Staff|APT18|Dark Caracal|Leviathan|menuPass|APT33|Higaisa|APT39|Tropic Trooper|Malteiro|Lazarus Group|Magic Hound|Fox Kitten|Molerats|APT28|TA2541|TeamTNT|Darkhotel|Group5|Putter Panda|Threat Group-3390|Inception|Metador|BITTER|Elderwood|TA505|APT19|Saint Bear|Blue Mockingbird|Mofang|Transparent Tribe|Sidewinder|Whitefly|OilRig|Moonstone Sleet|APT32
T1574.007,Path Interception by PATH Environment Variable,Persistence|Privilege Escalation|Defense Evasion,no
T1216.002,SyncAppvPublishingServer,Defense Evasion,no
T1137.002,Office Test,Persistence,APT28
T1491.002,External Defacement,Impact,Ember Bear|Sandworm Team
T1555.006,Cloud Secrets Management Stores,Credential Access,no
T1548.003,Sudo and Sudo Caching,Privilege Escalation|Defense Evasion,no
T1071.004,DNS,Command And Control,Chimera|FIN7|Ember Bear|APT39|LazyScripter|Tropic Trooper|APT41|APT18|Cobalt Group|Ke3chang|OilRig
T1021.003,Distributed Component Object Model,Lateral Movement,no
T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Exfiltration,CURIUM|APT28
T1071.001,Web Protocols,Command And Control,Daggerfly|Inception|Rancor|Lazarus Group|Threat Group-3390|FIN13|BRONZE BUTLER|Moonstone Sleet|TA505|Windshift|Dark Caracal|RedCurl|Gamaredon Group|Magic Hound|APT33|Chimera|Tropic Trooper|APT37|TA551|FIN8|Orangeworm|OilRig|FIN4|APT39|Wizard Spider|Winter Vivern|APT41|APT19|Sidewinder|Cobalt Group|Mustang Panda|TeamTNT|APT18|LuminousMoth|Ke3chang|WIRTE|SilverTerrier|Higaisa|Confucius|Metador|Stealth Falcon|Kimsuky|Sandworm Team|APT28|APT32|APT38|Rocke|BITTER|HAFNIUM|Turla|MuddyWater
T1584.008,Network Devices,Resource Development,ZIRCONIUM|APT28|Volt Typhoon
T1587.002,Code Signing Certificates,Resource Development,PROMETHIUM|Daggerfly|Patchwork
T1548.001,Setuid and Setgid,Privilege Escalation|Defense Evasion,no
T1543,Create or Modify System Process,Persistence|Privilege Escalation,no
T1498.002,Reflection Amplification,Impact,no
T1547,Boot or Logon Autostart Execution,Persistence|Privilege Escalation,no
T1059,Command and Scripting Interpreter,Execution,Dragonfly|Fox Kitten|APT37|APT39|Ke3chang|Whitefly|Saint Bear|FIN6|Winter Vivern|FIN5|APT19|OilRig|FIN7|APT32|Windigo|Stealth Falcon
T1574.013,KernelCallbackTable,Persistence|Privilege Escalation|Defense Evasion,Lazarus Group
T1553.004,Install Root Certificate,Defense Evasion,no
T1653,Power Settings,Persistence,no
T1037.002,Login Hook,Persistence|Privilege Escalation,no
T1098,Account Manipulation,Persistence|Privilege Escalation,HAFNIUM|Lazarus Group
T1598.002,Spearphishing Attachment,Reconnaissance,Star Blizzard|Dragonfly|Sidewinder|SideCopy
T1220,XSL Script Processing,Defense Evasion,Cobalt Group|Higaisa
T1557.003,DHCP Spoofing,Credential Access|Collection,no
T1562.011,Spoof Security Alerting,Defense Evasion,no
T1003.005,Cached Domain Credentials,Credential Access,MuddyWater|OilRig|Leafminer|APT33
T1041,Exfiltration Over C2 Channel,Exfiltration,Chimera|Lazarus Group|LuminousMoth|Confucius|Gamaredon Group|MuddyWater|Winter Vivern|CURIUM|Stealth Falcon|Sandworm Team|Ke3chang|APT32|Leviathan|Wizard Spider|APT39|Higaisa|APT3|ZIRCONIUM|GALLIUM|Agrius|Kimsuky
T1055.002,Portable Executable Injection,Defense Evasion|Privilege Escalation,Gorgon Group|Rocke
T1548.006,TCC Manipulation,Defense Evasion|Privilege Escalation,no
T1027.006,HTML Smuggling,Defense Evasion,APT29
T1656,Impersonation,Defense Evasion,Scattered Spider|LAPSUS$|APT41|Saint Bear
T1074.001,Local Data Staging,Collection,menuPass|Lazarus Group|APT39|Threat Group-3390|Agrius|BackdoorDiplomacy|APT5|Sidewinder|FIN13|Volt Typhoon|FIN5|Wizard Spider|Mustang Panda|Kimsuky|Dragonfly|Patchwork|Leviathan|MuddyWater|GALLIUM|APT3|Chimera|TeamTNT|Indrik Spider|APT28
T1608.002,Upload Tool,Resource Development,Threat Group-3390
T1567.004,Exfiltration Over Webhook,Exfiltration,no
T1071.002,File Transfer Protocols,Command And Control,SilverTerrier|Dragonfly|Kimsuky|APT41
T1111,Multi-Factor Authentication Interception,Credential Access,Chimera|LAPSUS$|Kimsuky
T1546.005,Trap,Privilege Escalation|Persistence,no
T1593.002,Search Engines,Reconnaissance,Kimsuky
T1574.001,DLL Search Order Hijacking,Persistence|Privilege Escalation|Defense Evasion,menuPass|Whitefly|Evilnum|RTM|Cinnamon Tempest|BackdoorDiplomacy|Threat Group-3390|Aquatic Panda|Tonto Team|APT41
T1598.001,Spearphishing Service,Reconnaissance,no
T1055.011,Extra Window Memory Injection,Defense Evasion|Privilege Escalation,no
T1543.005,Container Service,Persistence|Privilege Escalation,no
T1074,Data Staged,Collection,Wizard Spider|INC Ransom|Scattered Spider|Volt Typhoon
T1542,Pre-OS Boot,Defense Evasion|Persistence,no
T1092,Communication Through Removable Media,Command And Control,APT28
T1014,Rootkit,Defense Evasion,Rocke|Winnti Group|TeamTNT|APT41|APT28
T1189,Drive-by Compromise,Initial Access,Leviathan|Windshift|Windigo|Lazarus Group|Threat Group-3390|Daggerfly|Andariel|Earth Lusca|CURIUM|RTM|Axiom|Patchwork|APT32|BRONZE BUTLER|Mustard Tempest|Dark Caracal|Leafminer|APT19|PROMETHIUM|APT28|APT38|Winter Vivern|Elderwood|Transparent Tribe|Dragonfly|Magic Hound|APT37|Turla|PLATINUM|Darkhotel|Machete
T1137.006,Add-ins,Persistence,Naikon
T1087.002,Domain Account,Discovery,Turla|FIN13|Scattered Spider|Volt Typhoon|MuddyWater|Chimera|Dragonfly|Wizard Spider|ToddyCat|Poseidon Group|BRONZE BUTLER|OilRig|FIN6|RedCurl|Sandworm Team|LAPSUS$|INC Ransom|APT41|Fox Kitten|Ke3chang|menuPass
T1574.014,AppDomainManager,Persistence|Privilege Escalation|Defense Evasion,no
T1134.003,Make and Impersonate Token,Defense Evasion|Privilege Escalation,FIN13
T1222.002,Linux and Mac File and Directory Permissions Modification,Defense Evasion,APT32|Rocke|TeamTNT
T1562.002,Disable Windows Event Logging,Defense Evasion,Threat Group-3390|Magic Hound
T1548,Abuse Elevation Control Mechanism,Privilege Escalation|Defense Evasion,no
T1555,Credentials from Password Stores,Credential Access,Malteiro|Leafminer|APT33|MuddyWater|APT41|Evilnum|OilRig|Stealth Falcon|APT39|FIN6|Volt Typhoon|HEXANE
T1561.001,Disk Content Wipe,Impact,Lazarus Group|Gamaredon Group
T1098.004,SSH Authorized Keys,Persistence|Privilege Escalation,TeamTNT|Earth Lusca
T1021.001,Remote Desktop Protocol,Lateral Movement,Wizard Spider|Magic Hound|FIN13|Axiom|APT41|Patchwork|APT1|Cobalt Group|INC Ransom|HEXANE|Dragonfly|Leviathan|FIN7|APT3|Kimsuky|OilRig|Indrik Spider|Chimera|FIN8|Agrius|Aquatic Panda|FIN10|Lazarus Group|Volt Typhoon|APT5|Fox Kitten|Blue Mockingbird|FIN6|APT39|Silence|menuPass
T1213.003,Code Repositories,Collection,Scattered Spider|LAPSUS$|APT41
T1205.001,Port Knocking,Defense Evasion|Persistence|Command And Control,PROMETHIUM
T1505.004,IIS Components,Persistence,no
T1569.002,Service Execution,Execution,APT32|Blue Mockingbird|APT38|Chimera|FIN6|APT41|Moonstone Sleet|Wizard Spider|INC Ransom|APT39|Ke3chang|Silence
T1565.002,Transmitted Data Manipulation,Impact,APT38
T1569,System Services,Execution,TeamTNT
T1499.004,Application or System Exploitation,Impact,no
T1037.005,Startup Items,Persistence|Privilege Escalation,no
T1553.003,SIP and Trust Provider Hijacking,Defense Evasion,no
T1595.001,Scanning IP Blocks,Reconnaissance,Ember Bear|TeamTNT
T1546.004,Unix Shell Configuration Modification,Privilege Escalation|Persistence,no
T1053.003,Cron,Execution|Persistence|Privilege Escalation,APT38|APT5|Rocke
T1560,Archive Collected Data,Collection,Ember Bear|Axiom|Dragonfly|APT28|APT32|menuPass|Ke3chang|FIN6|Patchwork|Leviathan|Lazarus Group|LuminousMoth
T1565,Data Manipulation,Impact,FIN13
T1610,Deploy Container,Defense Evasion|Execution,TeamTNT
T1587.001,Malware,Resource Development,Ke3chang|TeamTNT|Indrik Spider|Moses Staff|Play|APT29|Lazarus Group|Kimsuky|Aoqin Dragon|RedCurl|Cleaver|LuminousMoth|FIN13|FIN7|Moonstone Sleet|Sandworm Team|Turla
T1558.002,Silver Ticket,Credential Access,no
T1218.009,Regsvcs/Regasm,Defense Evasion,no
T1001.002,Steganography,Command And Control,Axiom
T1078.002,Domain Accounts,Defense Evasion|Persistence|Privilege Escalation|Initial Access,APT3|TA505|Threat Group-1314|Sandworm Team|Agrius|Naikon|Magic Hound|ToddyCat|Wizard Spider|APT5|Aquatic Panda|Cinnamon Tempest|Play|Indrik Spider|Volt Typhoon|Chimera
T1557.002,ARP Cache Poisoning,Credential Access|Collection,Cleaver|LuminousMoth
T1608.005,Link Target,Resource Development,LuminousMoth|Silent Librarian
T1584.002,DNS Server,Resource Development,LAPSUS$
T1560.001,Archive via Utility,Collection,Fox Kitten|Akira|APT33|MuddyWater|Aquatic Panda|APT3|Kimsuky|RedCurl|Gallmaker|Ke3chang|Play|menuPass|Sowbug|FIN13|FIN8|Volt Typhoon|INC Ransom|CopyKittens|APT5|APT28|Agrius|BRONZE BUTLER|Magic Hound|ToddyCat|HAFNIUM|Chimera|Earth Lusca|APT1|Wizard Spider|Mustang Panda|APT41|Turla|APT39|GALLIUM
T1489,Service Stop,Impact,Indrik Spider|LAPSUS$|Lazarus Group|Wizard Spider|Sandworm Team
T1207,Rogue Domain Controller,Defense Evasion,no
T1204,User Execution,Execution,Scattered Spider|LAPSUS$
T1553.001,Gatekeeper Bypass,Defense Evasion,no
T1553.005,Mark-of-the-Web Bypass,Defense Evasion,TA505|APT29
T1018,Remote System Discovery,Discovery,Sandworm Team|Threat Group-3390|Ke3chang|Chimera|APT41|menuPass|Deep Panda|Play|HEXANE|BRONZE BUTLER|HAFNIUM|Scattered Spider|Turla|Fox Kitten|Wizard Spider|GALLIUM|APT3|ToddyCat|Naikon|FIN5|Magic Hound|Agrius|Rocke|APT39|Leafminer|Akira|Ember Bear|FIN8|Indrik Spider|Earth Lusca|Volt Typhoon|Dragonfly|FIN6|Silence|APT32
T1547.002,Authentication Package,Persistence|Privilege Escalation,no
T1091,Replication Through Removable Media,Lateral Movement|Initial Access,FIN7|Darkhotel|APT28|Aoqin Dragon|Tropic Trooper|Mustang Panda|LuminousMoth
T1600,Weaken Encryption,Defense Evasion,no
T1659,Content Injection,Initial Access|Command And Control,MoustachedBouncer
T1543.001,Launch Agent,Persistence|Privilege Escalation,no
T1555.002,Securityd Memory,Credential Access,no
T1555.005,Password Managers,Credential Access,Indrik Spider|LAPSUS$|Fox Kitten|Threat Group-3390
T1048,Exfiltration Over Alternative Protocol,Exfiltration,TeamTNT|Play
T1525,Implant Internal Image,Persistence,no
T1053.006,Systemd Timers,Execution|Persistence|Privilege Escalation,no
T1021.008,Direct Cloud VM Connections,Lateral Movement,no
T1098.007,Additional Local or Domain Groups,Persistence|Privilege Escalation,APT3|Kimsuky|APT5|Dragonfly|APT41|FIN13|Magic Hound
T1583.006,Web Services,Resource Development,Lazarus Group|APT29|FIN7|Turla|APT32|APT17|APT28|ZIRCONIUM|MuddyWater|POLONIUM|LazyScripter|TA2541|Magic Hound|Confucius|Kimsuky|HAFNIUM|Earth Lusca|TA578|IndigoZebra|Saint Bear
T1574.004,Dylib Hijacking,Persistence|Privilege Escalation|Defense Evasion,no
T1550.003,Pass the Ticket,Defense Evasion|Lateral Movement,APT32|APT29|BRONZE BUTLER
T1480,Execution Guardrails,Defense Evasion,Gamaredon Group
T1558.001,Golden Ticket,Credential Access,Ke3chang
T1588.007,Artificial Intelligence,Resource Development,no
T1600.001,Reduce Key Space,Defense Evasion,no
T1546.006,LC_LOAD_DYLIB Addition,Privilege Escalation|Persistence,no
T1556,Modify Authentication Process,Credential Access|Defense Evasion|Persistence,FIN13
T1666,Modify Cloud Resource Hierarchy,Defense Evasion,no
T1087,Account Discovery,Discovery,Aquatic Panda|FIN13
T1574.005,Executable Installer File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1564.001,Hidden Files and Directories,Defense Evasion,HAFNIUM|Rocke|Tropic Trooper|APT28|Mustang Panda|Lazarus Group|FIN13|RedCurl|Transparent Tribe|LuminousMoth|APT32
T1564.007,VBA Stomping,Defense Evasion,no
T1593,Search Open Websites/Domains,Reconnaissance,Star Blizzard|Volt Typhoon|Sandworm Team
T1546.007,Netsh Helper DLL,Privilege Escalation|Persistence,no
T1059.009,Cloud API,Execution,APT29|TeamTNT
T1090,Proxy,Command And Control,Sandworm Team|POLONIUM|MoustachedBouncer|APT41|LAPSUS$|Fox Kitten|Magic Hound|CopyKittens|Earth Lusca|Blue Mockingbird|Turla|Windigo|Cinnamon Tempest|Volt Typhoon
T1498,Network Denial of Service,Impact,APT28
T1027.005,Indicator Removal from Tools,Defense Evasion,APT3|Patchwork|OilRig|Turla|GALLIUM|Deep Panda
T1543.004,Launch Daemon,Persistence|Privilege Escalation,no
T1027,Obfuscated Files or Information,Defense Evasion,APT37|RedCurl|APT3|APT-C-36|BlackOasis|Moonstone Sleet|Kimsuky|BackdoorDiplomacy|APT41|Ke3chang|Gamaredon Group|Windshift|Sandworm Team|Mustang Panda|Gallmaker|Rocke|GALLIUM|Earth Lusca
T1566.003,Spearphishing via Service,Initial Access,Moonstone Sleet|CURIUM|Windshift|OilRig|Lazarus Group|Ajax Security Team|APT29|EXOTIC LILY|FIN6|Dark Caracal|ToddyCat|Magic Hound
T1588.006,Vulnerabilities,Resource Development,Volt Typhoon|Sandworm Team
T1546,Event Triggered Execution,Privilege Escalation|Persistence,no
T1556.002,Password Filter DLL,Credential Access|Defense Evasion|Persistence,Strider
T1176,Browser Extensions,Persistence,Kimsuky
T1562,Impair Defenses,Defense Evasion,Magic Hound
T1187,Forced Authentication,Credential Access,DarkHydrus|Dragonfly
T1027.008,Stripped Payloads,Defense Evasion,no
T1070.006,Timestomp,Defense Evasion,APT29|Lazarus Group|APT38|APT28|Rocke|Kimsuky|APT32|Chimera|APT5
T1057,Process Discovery,Discovery,OilRig|Stealth Falcon|Earth Lusca|Higaisa|APT5|APT37|Lazarus Group|Andariel|Ke3chang|Darkhotel|Molerats|Play|Mustang Panda|Magic Hound|ToddyCat|Poseidon Group|Rocke|Windshift|APT38|APT28|TeamTNT|Gamaredon Group|HAFNIUM|Tropic Trooper|MuddyWater|Turla|Sidewinder|Kimsuky|Volt Typhoon|APT1|HEXANE|Winnti Group|Chimera|Deep Panda|APT3|Inception
T1543.002,Systemd Service,Persistence|Privilege Escalation,TeamTNT|Rocke
T1585,Establish Accounts,Resource Development,APT17|Ember Bear|Fox Kitten
T1557.004,Evil Twin,Credential Access|Collection,APT28
T1591,Gather Victim Org Information,Reconnaissance,Moonstone Sleet|Kimsuky|Volt Typhoon|Lazarus Group
T1574.010,Services File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
T1665,Hide Infrastructure,Command And Control,APT29
T1010,Application Window Discovery,Discovery,Lazarus Group|Volt Typhoon|HEXANE
T1565.003,Runtime Data Manipulation,Impact,APT38
T1056.001,Keylogging,Collection|Credential Access,PLATINUM|Kimsuky|Ke3chang|APT5|APT41|APT39|APT32|HEXANE|Sowbug|Group5|Threat Group-3390|menuPass|APT38|Magic Hound|Volt Typhoon|FIN4|FIN13|APT28|APT3|Sandworm Team|Tonto Team|Lazarus Group|Darkhotel|OilRig|Ajax Security Team
T1110.003,Password Spraying,Credential Access,APT29|APT28|Ember Bear|Leafminer|APT33|Chimera|HEXANE|Lazarus Group|Agrius|Silent Librarian
T1547.006,Kernel Modules and Extensions,Persistence|Privilege Escalation,no
T1556.006,Multi-Factor Authentication,Credential Access|Defense Evasion|Persistence,Scattered Spider
T1037.003,Network Logon Script,Persistence|Privilege Escalation,no
T1071.003,Mail Protocols,Command And Control,Kimsuky|APT28|SilverTerrier|APT32|Turla
T1027.003,Steganography,Defense Evasion,Leviathan|MuddyWater|Andariel|BRONZE BUTLER|Earth Lusca|TA551|APT37|Tropic Trooper
T1055.012,Process Hollowing,Defense Evasion|Privilege Escalation,Patchwork|Kimsuky|TA2541|Gorgon Group|menuPass|Threat Group-3390
T1056.003,Web Portal Capture,Collection|Credential Access,Winter Vivern
T1071.005,Publish/Subscribe Protocols,Command And Control,no
T1496.003,SMS Pumping,Impact,no
T1090.004,Domain Fronting,Command And Control,APT29
T1137,Office Application Startup,Persistence,APT32|Gamaredon Group
T1485,Data Destruction,Impact,APT38|Sandworm Team|Lazarus Group|LAPSUS$
T1110.001,Password Guessing,Credential Access,APT29|APT28
T1204.001,Malicious Link,Execution,Earth Lusca|Confucius|Molerats|APT32|Kimsuky|Sidewinder|Mustard Tempest|Magic Hound|Elderwood|Machete|APT29|TA505|APT28|Mustang Panda|BlackTech|Evilnum|Patchwork|TA2541|APT3|Wizard Spider|Turla|Daggerfly|LazyScripter|Leviathan|RedCurl|FIN7|Mofang|APT39|Windshift|LuminousMoth|Transparent Tribe|TA578|APT33|ZIRCONIUM|TA577|OilRig|Gamaredon Group|MuddyWater|Saint Bear|Sandworm Team|FIN4|EXOTIC LILY|FIN8|Winter Vivern|Cobalt Group
T1609,Container Administration Command,Execution,TeamTNT
T1222.001,Windows File and Directory Permissions Modification,Defense Evasion,Wizard Spider
T1137.001,Office Template Macros,Persistence,MuddyWater
T1027.009,Embedded Payloads,Defense Evasion,Moonstone Sleet|TA577
T1588.004,Digital Certificates,Resource Development,LuminousMoth|Lazarus Group|BlackTech|Silent Librarian
T1027.004,Compile After Delivery,Defense Evasion,Gamaredon Group|Rocke|MuddyWater
T1106,Native API,Execution,Lazarus Group|SideCopy|Gorgon Group|Turla|TA505|Chimera|Sandworm Team|ToddyCat|APT37|menuPass|Tropic Trooper|Silence|Higaisa|APT38|BlackTech|Gamaredon Group
T1036.005,Match Legitimate Name or Location,Defense Evasion,admin@338|APT32|Earth Lusca|APT5|APT39|Sidewinder|WIRTE|PROMETHIUM|Tropic Trooper|Machete|Silence|APT41|Aquatic Panda|APT29|APT28|MuddyWater|FIN13|BackdoorDiplomacy|Gamaredon Group|Patchwork|Magic Hound|Chimera|TA2541|Turla|Poseidon Group|Lazarus Group|Volt Typhoon|Ember Bear|Ferocious Kitten|LuminousMoth|Carbanak|Darkhotel|Naikon|Transparent Tribe|Mustard Tempest|TeamTNT|Rocke|APT1|ToddyCat|menuPass|Whitefly|Ke3chang|Mustang Panda|BRONZE BUTLER|Kimsuky|Blue Mockingbird|Indrik Spider|Sandworm Team|SideCopy|Fox Kitten|FIN7|INC Ransom|Sowbug|Aoqin Dragon|RedCurl
T1553.002,Code Signing,Defense Evasion,Winnti Group|Daggerfly|Wizard Spider|Patchwork|Silence|Scattered Spider|LuminousMoth|menuPass|Moses Staff|Saint Bear|FIN7|Lazarus Group|Kimsuky|APT41|FIN6|CopyKittens|Leviathan|GALLIUM|Darkhotel|Molerats|TA505|PROMETHIUM|Suckfly
T1070.003,Clear Command History,Defense Evasion,Aquatic Panda|APT5|menuPass|APT41|TeamTNT|Lazarus Group|Magic Hound
T1218.001,Compiled HTML File,Defense Evasion,OilRig|Silence|APT38|APT41|Dark Caracal
T1562.012,Disable or Modify Linux Audit System,Defense Evasion,no
T1482,Domain Trust Discovery,Discovery,Earth Lusca|FIN8|Akira|Magic Hound|Chimera
T1137.005,Outlook Rules,Persistence,no
T1203,Exploitation for Client Execution,Execution,Higaisa|Mustang Panda|APT3|Leviathan|APT29|APT37|Sandworm Team|BlackTech|EXOTIC LILY|Lazarus Group|TA459|APT32|APT28|Inception|BITTER|Ember Bear|APT12|Cobalt Group|Patchwork|Elderwood|Saint Bear|Threat Group-3390|admin@338|BRONZE BUTLER|Tonto Team|Transparent Tribe|Axiom|Aoqin Dragon|Tropic Trooper|Darkhotel|Confucius|APT33|Dragonfly|MuddyWater|Sidewinder|Andariel|APT41|The White Company
