lolbas_file_name,lolbas_file_path,description
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_d5877a2e0e6374b6\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_d8ca5f86add535ef\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_e8abe176c7b553b5\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_eabb3ac2c517211f\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_f8d8be8fea71e1a0\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_fe5e116bb07c0629\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64.inf_amd64_fe73d2ebaa05fb95\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\igdlh64_kbl_kit127397.inf_amd64_e1da8ee9e92ccadb\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\k127153.inf_amd64_364f43f2a27f7bd7\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\k127153.inf_amd64_3f3936d8dec668b8\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\k127793.inf_amd64_3ab7883eddccbf0f\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki129523.inf_amd64_32947eecf8f3e231\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki126950.inf_amd64_fa7f56314967630d\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki126951.inf_amd64_94804e3918169543\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki126973.inf_amd64_06dde156632145e3\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki126974.inf_amd64_9168fc04b8275db9\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127005.inf_amd64_753576c4406c1193\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127018.inf_amd64_0f67ff47e9e30716\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127021.inf_amd64_0d68af55c12c7c17\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127171.inf_amd64_368f8c7337214025\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127176.inf_amd64_86c658cabfb17c9c\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127390.inf_amd64_e1ccb879ece8f084\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127678.inf_amd64_8427d3a09f47dfc1\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127727.inf_amd64_cf8e31692f82192e\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127807.inf_amd64_fc915899816dbc5d\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki127850.inf_amd64_6ad8d99023b59fd5\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki128602.inf_amd64_6ff790822fd674ab\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki128916.inf_amd64_3509e1eb83b83cfb\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki129407.inf_amd64_f26f36ac54ce3076\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki129633.inf_amd64_d9b8af875f664a8c\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki129866.inf_amd64_e7cdca9882c16f55\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130274.inf_amd64_bafd2440fa1ffdd6\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130350.inf_amd64_696b7c6764071b63\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130409.inf_amd64_0d8d61270dfb4560\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130471.inf_amd64_26ad6921447aa568\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130624.inf_amd64_d85487143eec5e1a\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130825.inf_amd64_ee3ba427c553f15f\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki130871.inf_amd64_382f7c369d4bf777\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki131064.inf_amd64_5d13f27a9a9843fa\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki131176.inf_amd64_fb4fe914575fdd15\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki131191.inf_amd64_d668106cb6f2eae0\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki131622.inf_amd64_0058d71ace34db73\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132032.inf_amd64_f29660d80998e019\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132337.inf_amd64_223d6831ffa64ab1\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132535.inf_amd64_7875dff189ab2fa2\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132544.inf_amd64_b8c1f31373153db4\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132574.inf_amd64_54c9b905b975ee55\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\ki132869.inf_amd64_052eb72d070df60f\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
gfxdownloadwrapper.exe,c:\windows\system32\driverstore\filerepository\kit126731.inf_amd64_1905c9d5f38631d9\,"Remote file download used by the Intel Graphics Control Panel, receives as first parameter a URL and a destination file path."
dnscmd.exe,c:\windows\system32\dnscmd.exe,A command-line interface for managing DNS servers
dnscmd.exe,c:\windows\syswow64\dnscmd.exe,A command-line interface for managing DNS servers
wab.exe,c:\program files\windows mail\wab.exe,Windows address book manager
wab.exe,c:\program files (x86)\windows mail\wab.exe,Windows address book manager
msconfig.exe,c:\windows\system32\msconfig.exe,"MSConfig is a troubleshooting tool which is used to temporarily disable or re-enable software, device drivers or Windows services that run during startup process to help the user determine the cause of a problem with Windows"
wscript.exe,c:\windows\system32\wscript.exe,Used by Windows to execute scripts
wscript.exe,c:\windows\syswow64\wscript.exe,Used by Windows to execute scripts
makecab.exe,c:\windows\system32\makecab.exe,Binary to package existing files into a cabinet (.cab) file
makecab.exe,c:\windows\syswow64\makecab.exe,Binary to package existing files into a cabinet (.cab) file
datasvcutil.exe,c:\windows\microsoft.net\framework64\v3.5\datasvcutil.exe,DataSvcUtil.exe is a command-line tool provided by WCF Data Services that consumes an Open Data Protocol (OData) feed and generates the client data service classes that are needed to access a data service from a .NET Framework client application.
cmdl32.exe,c:\windows\system32\cmdl32.exe,Microsoft Connection Manager Auto-Download
cmdl32.exe,c:\windows\syswow64\cmdl32.exe,Microsoft Connection Manager Auto-Download
mshta.exe,c:\windows\system32\mshta.exe,Used by Windows to execute html applications. (.hta)
mshta.exe,c:\windows\syswow64\mshta.exe,Used by Windows to execute html applications. (.hta)
cmdkey.exe,c:\windows\system32\cmdkey.exe,"creates, lists, and deletes stored user names and passwords or credentials."
cmdkey.exe,c:\windows\syswow64\cmdkey.exe,"creates, lists, and deletes stored user names and passwords or credentials."
ilasm.exe,c:\windows\microsoft.net\framework\v4.0.30319\ilasm.exe,used for compile c# code into dll or exe.
ilasm.exe,c:\windows\microsoft.net\framework64\v4.0.30319\ilasm.exe,used for compile c# code into dll or exe.
rdrleakdiag.exe,c:\windows\system32\rdrleakdiag.exe,Microsoft Windows resource leak diagnostic tool
rdrleakdiag.exe,c:\windows\syswow64\rdrleakdiag.exe,Microsoft Windows resource leak diagnostic tool
mpcmdrun.exe,c:\programdata\microsoft\windows defender\platform\4.18.2008.4-0\mpcmdrun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender
mpcmdrun.exe,c:\programdata\microsoft\windows defender\platform\4.18.2008.7-0\mpcmdrun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender
mpcmdrun.exe,c:\programdata\microsoft\windows defender\platform\4.18.2008.9-0\mpcmdrun.exe,Binary part of Windows Defender. Used to manage settings in Windows Defender
jsc.exe,c:\windows\microsoft.net\framework\v4.0.30319\jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format
jsc.exe,c:\windows\microsoft.net\framework64\v4.0.30319\jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format
jsc.exe,c:\windows\microsoft.net\framework\v2.0.50727\jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format
jsc.exe,c:\windows\microsoft.net\framework64\v2.0.50727\jsc.exe,Binary file used by .NET to compile javascript code to .exe or .dll format
cmstp.exe,c:\windows\system32\cmstp.exe,Installs or removes a Connection Manager service profile.
cmstp.exe,c:\windows\syswow64\cmstp.exe,Installs or removes a Connection Manager service profile.
stordiag.exe,c:\windows\system32\stordiag.exe,Storage diagnostic tool
stordiag.exe,c:\windows\syswow64\stordiag.exe,Storage diagnostic tool
odbcconf.exe,c:\windows\system32\odbcconf.exe,Used in Windows for managing ODBC connections
odbcconf.exe,c:\windows\syswow64\odbcconf.exe,Used in Windows for managing ODBC connections
wlrmdr.exe,c:\windows\system32\wlrmdr.exe,Windows Logon Reminder executable
printbrm.exe,c:\windows\system32\spool\tools\printbrm.exe,Printer Migration Command-Line Tool
dfsvc.exe,c:\windows\microsoft.net\framework\v2.0.50727\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfsvc.exe,c:\windows\microsoft.net\framework64\v2.0.50727\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfsvc.exe,c:\windows\microsoft.net\framework\v4.0.30319\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfsvc.exe,c:\windows\microsoft.net\framework64\v4.0.30319\dfsvc.exe,ClickOnce engine in Windows used by .NET
extrac32.exe,c:\windows\system32\extrac32.exe,
extrac32.exe,c:\windows\syswow64\extrac32.exe,
rundll32.exe,c:\windows\system32\rundll32.exe,Used by Windows to execute dll files
rundll32.exe,c:\windows\syswow64\rundll32.exe,Used by Windows to execute dll files
runonce.exe,c:\windows\system32\runonce.exe,
runonce.exe,c:\windows\syswow64\runonce.exe,
explorer.exe,c:\windows\explorer.exe,Binary used for managing files and system components within Windows
explorer.exe,c:\windows\syswow64\explorer.exe,Binary used for managing files and system components within Windows
wuauclt.exe,c:\windows\system32\wuauclt.exe,Windows Update Client
wsreset.exe,c:\windows\system32\wsreset.exe,Used to reset Windows Store settings according to its manifest file
finger.exe,c:\windows\system32\finger.exe,Displays information about a user or users on a specified remote computer that is running the Finger service or daemon
finger.exe,c:\windows\syswow64\finger.exe,Displays information about a user or users on a specified remote computer that is running the Finger service or daemon
regini.exe,c:\windows\system32\regini.exe,Used to manipulate the registry
regini.exe,c:\windows\syswow64\regini.exe,Used to manipulate the registry
reg.exe,c:\windows\system32\reg.exe,Used to manipulate the registry
reg.exe,c:\windows\syswow64\reg.exe,Used to manipulate the registry
syncappvpublishingserver.exe,c:\windows\system32\syncappvpublishingserver.exe,Used by App-v to get App-v server lists
syncappvpublishingserver.exe,c:\windows\syswow64\syncappvpublishingserver.exe,Used by App-v to get App-v server lists
bitsadmin.exe,c:\windows\system32\bitsadmin.exe,Used for managing background intelligent transfer
bitsadmin.exe,c:\windows\syswow64\bitsadmin.exe,Used for managing background intelligent transfer
msiexec.exe,c:\windows\system32\msiexec.exe,Used by Windows to execute msi files
msiexec.exe,c:\windows\syswow64\msiexec.exe,Used by Windows to execute msi files
regsvcs.exe,c:\windows\system32\regsvcs.exe,Regsvcs and Regasm are Windows command-line utilities that are used to register .NET Component Object Model (COM) assemblies
regsvcs.exe,c:\windows\syswow64\regsvcs.exe,Regsvcs and Regasm are Windows command-line utilities that are used to register .NET Component Object Model (COM) assemblies
gpscript.exe,c:\windows\system32\gpscript.exe,Used by group policy to process scripts
gpscript.exe,c:\windows\syswow64\gpscript.exe,Used by group policy to process scripts
diskshadow.exe,c:\windows\system32\diskshadow.exe,Diskshadow.exe is a tool that exposes the functionality offered by the volume shadow copy Service (VSS).
diskshadow.exe,c:\windows\syswow64\diskshadow.exe,Diskshadow.exe is a tool that exposes the functionality offered by the volume shadow copy Service (VSS).
ieexec.exe,c:\windows\microsoft.net\framework\v2.0.50727\ieexec.exe,The IEExec.exe application is an undocumented Microsoft .NET Framework application that is included with the .NET Framework. You can use the IEExec.exe application as a host to run other managed applications that you start by using a URL.
ieexec.exe,c:\windows\microsoft.net\framework64\v2.0.50727\ieexec.exe,The IEExec.exe application is an undocumented Microsoft .NET Framework application that is included with the .NET Framework. You can use the IEExec.exe application as a host to run other managed applications that you start by using a URL.
diantz.exe,c:\windows\system32\diantz.exe,Binary that package existing files into a cabinet (.cab) file
diantz.exe,c:\windows\syswow64\diantz.exe,Binary that package existing files into a cabinet (.cab) file
desktopimgdownldr.exe,c:\windows\system32\desktopimgdownldr.exe,Windows binary used to configure lockscreen/desktop image
appinstaller.exe,c:\program files\windowsapps\microsoft.desktopappinstaller_1.11.2521.0_x64__8wekyb3d8bbwe\appinstaller.exe,Tool used for installation of AppX/MSIX applications on Windows 10
sc.exe,c:\windows\system32\sc.exe,Used by Windows to manage services
sc.exe,c:\windows\syswow64\sc.exe,Used by Windows to manage services
replace.exe,c:\windows\system32\replace.exe,Used to replace file with another file
replace.exe,c:\windows\syswow64\replace.exe,Used to replace file with another file
schtasks.exe,c:\windows\system32\schtasks.exe,Schedule periodic tasks
schtasks.exe,c:\windows\syswow64\schtasks.exe,Schedule periodic tasks
microsoft.workflow.compiler.exe,c:\windows\microsoft.net\framework64\v4.0.30319\microsoft.workflow.compiler.exe,A utility included with .NET that is capable of compiling and executing C# or VB.net code.
expand.exe,c:\windows\system32\expand.exe,Binary that expands one or more compressed files
expand.exe,c:\windows\syswow64\expand.exe,Binary that expands one or more compressed files
conhost.exe,c:\windows\system32\conhost.exe,Console Window host
bash.exe,c:\windows\system32\bash.exe,File used by Windows subsystem for Linux
bash.exe,c:\windows\syswow64\bash.exe,File used by Windows subsystem for Linux
pcwrun.exe,c:\windows\system32\pcwrun.exe,Program Compatibility Wizard
fltmc.exe,c:\windows\system32\fltmc.exe,Filter Manager Control Program used by Windows
wmic.exe,c:\windows\system32\wbem\wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI
wmic.exe,c:\windows\syswow64\wbem\wmic.exe,The WMI command-line (WMIC) utility provides a command-line interface for WMI
workfolders.exe,c:\windows\system32\workfolders.exe,Work Folders
settingsynchost.exe,c:\windows\system32\settingsynchost.exe,Host Process for Setting Synchronization
settingsynchost.exe,c:\windows\syswow64\settingsynchost.exe,Host Process for Setting Synchronization
pktmon.exe,c:\windows\system32\pktmon.exe,Capture Network Packets on the windows 10 with October 2018 Update or later.
pktmon.exe,c:\windows\syswow64\pktmon.exe,Capture Network Packets on the windows 10 with October 2018 Update or later.
aspnet_compiler.exe,c:\windows\microsoft.net\framework\v4.0.30319\aspnet_compiler.exe,ASP.NET Compilation Tool
aspnet_compiler.exe,c:\windows\microsoft.net\framework64\v4.0.30319\aspnet_compiler.exe,ASP.NET Compilation Tool
cscript.exe,c:\windows\system32\cscript.exe,Binary used to execute scripts in Windows
cscript.exe,c:\windows\syswow64\cscript.exe,Binary used to execute scripts in Windows
installutil.exe,c:\windows\microsoft.net\framework\v2.0.50727\installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies
installutil.exe,c:\windows\microsoft.net\framework64\v2.0.50727\installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies
installutil.exe,c:\windows\microsoft.net\framework\v4.0.30319\installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies
installutil.exe,c:\windows\microsoft.net\framework64\v4.0.30319\installutil.exe,The Installer tool is a command-line utility that allows you to install and uninstall server resources by executing the installer components in specified assemblies
esentutl.exe,c:\windows\system32\esentutl.exe,Binary for working with Microsoft Joint Engine Technology (JET) database
esentutl.exe,c:\windows\syswow64\esentutl.exe,Binary for working with Microsoft Joint Engine Technology (JET) database
hh.exe,c:\windows\hh.exe,Binary used for processing chm files in Windows
hh.exe,c:\windows\syswow64\hh.exe,Binary used for processing chm files in Windows
findstr.exe,c:\windows\system32\findstr.exe,
findstr.exe,c:\windows\syswow64\findstr.exe,
verclsid.exe,c:\windows\system32\verclsid.exe,
verclsid.exe,c:\windows\syswow64\verclsid.exe,
certreq.exe,c:\windows\system32\certreq.exe,Used for requesting and managing certificates
certreq.exe,c:\windows\syswow64\certreq.exe,Used for requesting and managing certificates
csc.exe,c:\windows\microsoft.net\framework\v4.0.30319\csc.exe,Binary file used by .NET to compile C# code
csc.exe,c:\windows\microsoft.net\framework64\v4.0.30319\csc.exe,Binary file used by .NET to compile C# code
imewdbld.exe,c:\windows\system32\ime\shared\imewdbld.exe,Microsoft IME Open Extended Dictionary Module
presentationhost.exe,c:\windows\system32\presentationhost.exe,File is used for executing Browser applications
presentationhost.exe,c:\windows\syswow64\presentationhost.exe,File is used for executing Browser applications
shell32.dll,c:\windows\system32\shell32.dll,Windows Shell Common Dll
shell32.dll,c:\windows\syswow64\shell32.dll,Windows Shell Common Dll
zipfldr.dll,c:\windows\system32\zipfldr.dll,Compressed Folder library
zipfldr.dll,c:\windows\syswow64\zipfldr.dll,Compressed Folder library
desk.cpl,c:\windows\system32\desk.cpl,Desktop Settings Control Panel
desk.cpl,c:\windows\syswow64\desk.cpl,Desktop Settings Control Panel
comsvcs.dll,c:\windows\system32\comsvcs.dll,COM+ Services
setupapi.dll,c:\windows\system32\setupapi.dll,Windows Setup Application Programming Interface
setupapi.dll,c:\windows\syswow64\setupapi.dll,Windows Setup Application Programming Interface
mshtml.dll,c:\windows\system32\mshtml.dll,Microsoft HTML Viewer
mshtml.dll,c:\windows\syswow64\mshtml.dll,Microsoft HTML Viewer
advpack.dll,c:\windows\system32\advpack.dll,Utility for installing software and drivers with rundll32.exe
advpack.dll,c:\windows\syswow64\advpack.dll,Utility for installing software and drivers with rundll32.exe
pcwutl.dll,c:\windows\system32\pcwutl.dll,Microsoft HTML Viewer
pcwutl.dll,c:\windows\syswow64\pcwutl.dll,Microsoft HTML Viewer
shdocvw.dll,c:\windows\system32\shdocvw.dll,Shell Doc Object and Control Library.
shdocvw.dll,c:\windows\syswow64\shdocvw.dll,Shell Doc Object and Control Library.
ieframe.dll,c:\windows\system32\ieframe.dll,Internet Browser DLL for translating HTML code.
ieframe.dll,c:\windows\syswow64\ieframe.dll,Internet Browser DLL for translating HTML code.
dfshim.dll,c:\windows\microsoft.net\framework\v2.0.50727\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfshim.dll,c:\windows\microsoft.net\framework64\v2.0.50727\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfshim.dll,c:\windows\microsoft.net\framework\v4.0.30319\dfsvc.exe,ClickOnce engine in Windows used by .NET
dfshim.dll,c:\windows\microsoft.net\framework64\v4.0.30319\dfsvc.exe,ClickOnce engine in Windows used by .NET
url.dll,c:\windows\system32\url.dll,Internet Shortcut Shell Extension DLL.
url.dll,c:\windows\syswow64\url.dll,Internet Shortcut Shell Extension DLL.
ieadvpack.dll,c:\windows\system32\ieadvpack.dll,INF installer for Internet Explorer. Has much of the same functionality as advpack.dll.
ieadvpack.dll,c:\windows\syswow64\ieadvpack.dll,INF installer for Internet Explorer. Has much of the same functionality as advpack.dll.
syssetup.dll,c:\windows\system32\syssetup.dll,Windows NT System Setup
syssetup.dll,c:\windows\syswow64\syssetup.dll,Windows NT System Setup
winrm.vbs,c:\windows\system32\winrm.vbs,Script used for manage Windows RM settings
winrm.vbs,c:\windows\syswow64\winrm.vbs,Script used for manage Windows RM settings
manage-bde.wsf,c:\windows\system32\manage-bde.wsf,Script for managing BitLocker
cl_mutexverifiers.ps1,c:\windows\diagnostics\system\windowsupdate\cl_mutexverifiers.ps1,
cl_mutexverifiers.ps1,c:\windows\diagnostics\system\audio\cl_mutexverifiers.ps1,
cl_mutexverifiers.ps1,c:\windows\diagnostics\system\windowsupdate\cl_mutexverifiers.ps1,
cl_mutexverifiers.ps1,c:\windows\diagnostics\system\video\cl_mutexverifiers.ps1,
cl_mutexverifiers.ps1,c:\windows\diagnostics\system\speech\cl_mutexverifiers.ps1,
pubprn.vbs,c:\windows\system32\printing_admin_scripts\en-us\pubprn.vbs,
pubprn.vbs,c:\windows\syswow64\printing_admin_scripts\en-us\pubprn.vbs,
pester.bat,c:\program files\windowspowershell\modules\pester\3.4.0\bin\pester.bat,Used as part of the Powershell pester
pester.bat,c:\program files\windowspowershell\modules\pester\*\bin\pester.bat,Used as part of the Powershell pester
cl_loadassembly.ps1,c:\windows\diagnostics\system\audio\cl_loadassembly.ps1,PowerShell Diagnostic Script
syncappvpublishingserver.vbs,c:\windows\system32\syncappvpublishingserver.vbs,Script used related to app-v and publishing server
cl_invocation.ps1,c:\windows\diagnostics\system\aero\cl_invocation.ps1,Aero diagnostics script
cl_invocation.ps1,c:\windows\diagnostics\system\audio\cl_invocation.ps1,Aero diagnostics script
cl_invocation.ps1,c:\windows\diagnostics\system\windowsupdate\cl_invocation.ps1,Aero diagnostics script
utilityfunctions.ps1,c:\windows\diagnostics\system\networking\utilityfunctions.ps1,PowerShell Diagnostic Script
coregen.exe,c:\program files\microsoft silverlight\5.1.50918.0\coregen.exe,"Binary coregen.exe (Microsoft CoreCLR Native Image Generator) loads exported function GetCLRRuntimeHost from coreclr.dll or from .DLL in arbitrary path. Coregen is located within ""C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\"" or another version of Silverlight. Coregen is signed by Microsoft and bundled with Microsoft Silverlight."
coregen.exe,c:\program files (x86)\microsoft silverlight\5.1.50918.0\coregen.exe,"Binary coregen.exe (Microsoft CoreCLR Native Image Generator) loads exported function GetCLRRuntimeHost from coreclr.dll or from .DLL in arbitrary path. Coregen is located within ""C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\"" or another version of Silverlight. Coregen is signed by Microsoft and bundled with Microsoft Silverlight."
fsi.exe,c:\program files\dotnet\sdk\[sdk version]\fsharp\fsi.exe,64-bit FSharp (F#) Interpreter included with Visual Studio and DotNet Core SDK.
fsi.exe,c:\program files (x86)\microsoft visual studio\2019\professional\common7\ide\commonextensions\microsoft\fsharp\fsi.exe,64-bit FSharp (F#) Interpreter included with Visual Studio and DotNet Core SDK.
visualuiaverifynative.exe,c:\program files (x86)\windows kits\10\bin\[sdk version]\arm64\uiaverify\visualuiaverifynative.exe,A Windows SDK binary for manual and automated testing of Microsoft UI Automation implementation and controls.
visualuiaverifynative.exe,c:\program files (x86)\windows kits\10\bin\[sdk version]\x64\uiaverify\visualuiaverifynative.exe,A Windows SDK binary for manual and automated testing of Microsoft UI Automation implementation and controls.
visualuiaverifynative.exe,c:\program files (x86)\windows kits\10\bin\[sdk version]\uiaverify\visualuiaverifynative.exe,A Windows SDK binary for manual and automated testing of Microsoft UI Automation implementation and controls.
ntdsutil.exe,c:\windows\system32\ntdsutil.exe,Command line utility used to export Active Directory.
sqltoolsps.exe,c:\program files (x86)\microsoft sql server\130\tools\binn\sqlps.exe,Tool included with Microsoft SQL that loads SQL Server cmdlts. A replacement for sqlps.exe. Successor to sqlps.exe in SQL Server 2016+.
dump64.exe,c:\program files (x86)\microsoft visual studio\installer\feedback\dump64.exe,Memory dump tool that comes with Microsoft Visual Studio
wsl.exe,c:\windows\system32\wsl.exe,Windows subsystem for Linux executable
csi.exe,c:\program files (x86)\microsoft visual studio\2017\community\msbuild\15.0\bin\roslyn\csi.exe,Command line interface included with Visual Studio.
