name,id,author,description,fields
AWS CloudTrail PutBucketAcl,28fffbfd-d98d-4a42-990b-b04ab47422eb,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutBucketAcl,_time; action; additionalEventData.AuthenticationMethod; additionalEventData.CipherSuite; additionalEventData.SignatureVersion; additionalEventData.bytesTransferredIn; additionalEventData.bytesTransferredOut; additionalEventData.x-amz-id-2; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object; object_category; object_id; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.Host; requestParameters.accessControlList.x-amz-grant-write-acp; requestParameters.acl; requestParameters.bucketName; resources{}.ARN; resources{}.accountId; resources{}.type; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; src_user; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail PutBucketLifecycle,1c73e954-87b6-4bd7-ac6a-5db7c4082b22,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutBucketLifecycle,_time; additionalEventData.AuthenticationMethod; additionalEventData.CipherSuite; additionalEventData.SignatureVersion; additionalEventData.bytesTransferredIn; additionalEventData.bytesTransferredOut; additionalEventData.x-amz-id-2; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; host; index; linecount; managementEvent; msg; object; object_category; object_id; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.Host; requestParameters.LifecycleConfiguration.Rule.Expiration.Days; requestParameters.LifecycleConfiguration.Rule.Filter.Prefix; requestParameters.LifecycleConfiguration.Rule.ID; requestParameters.LifecycleConfiguration.Rule.Status; requestParameters.LifecycleConfiguration.xmlns; requestParameters.bucketName; requestParameters.lifecycle; resources{}.ARN; resources{}.accountId; resources{}.type; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; timeendpos; timestartpos; tlsDetails.cipherSuite; tlsDetails.clientProvidedHostHeader; tlsDetails.tlsVersion; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail PutBucketReplication,0e1362eb-e592-419f-8fa5-556d3a122417,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutBucketReplication,_time; additionalEventData.AuthenticationMethod; additionalEventData.CipherSuite; additionalEventData.SignatureVersion; additionalEventData.bytesTransferredIn; additionalEventData.bytesTransferredOut; additionalEventData.x-amz-id-2; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object; object_category; object_id; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.Host; requestParameters.ReplicationConfiguration.Role; requestParameters.ReplicationConfiguration.Rule.DeleteMarkerReplication.Status; requestParameters.ReplicationConfiguration.Rule.Destination.Bucket; requestParameters.ReplicationConfiguration.Rule.Filter; requestParameters.ReplicationConfiguration.Rule.ID; requestParameters.ReplicationConfiguration.Rule.Priority; requestParameters.ReplicationConfiguration.Rule.Status; requestParameters.ReplicationConfiguration.xmlns; requestParameters.bucketName; requestParameters.replication; resources{}.ARN; resources{}.accountId; resources{}.type; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; tag; tag::eventtype; timeendpos; timestartpos; tlsDetails.cipherSuite; tlsDetails.clientProvidedHostHeader; tlsDetails.tlsVersion; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.sessionContext.sessionIssuer.accountId; userIdentity.sessionContext.sessionIssuer.arn; userIdentity.sessionContext.sessionIssuer.principalId; userIdentity.sessionContext.sessionIssuer.type; userIdentity.sessionContext.sessionIssuer.userName; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region; vpcEndpointId
AWS CloudTrail PutBucketVersioning,17b2fc7d-c8ce-487c-8815-f9a65a09e980,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutBucketVersioning,_time; additionalEventData.AuthenticationMethod; additionalEventData.CipherSuite; additionalEventData.SignatureVersion; additionalEventData.bytesTransferredIn; additionalEventData.bytesTransferredOut; additionalEventData.x-amz-id-2; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; host; index; linecount; managementEvent; msg; object; object_category; object_id; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.Host; requestParameters.VersioningConfiguration.Status; requestParameters.VersioningConfiguration.xmlns; requestParameters.bucketName; requestParameters.versioning; resources{}.ARN; resources{}.accountId; resources{}.type; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; timeendpos; timestartpos; tlsDetails.cipherSuite; tlsDetails.clientProvidedHostHeader; tlsDetails.tlsVersion; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.sessionContext.sessionIssuer.accountId; userIdentity.sessionContext.sessionIssuer.arn; userIdentity.sessionContext.sessionIssuer.principalId; userIdentity.sessionContext.sessionIssuer.type; userIdentity.sessionContext.sessionIssuer.userName; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region; vpcEndpointId
AWS CloudTrail PutImage,bb13f10d-0d8c-4fde-9136-b7cfd930e87c,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutImage,_time; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.imageManifest; requestParameters.imageManifestMediaType; requestParameters.imageTag; requestParameters.registryId; requestParameters.repositoryName; resources{}.ARN; resources{}.accountId; responseElements.image.imageId.imageDigest; responseElements.image.imageId.imageTag; responseElements.image.imageManifest; responseElements.image.imageManifestMediaType; responseElements.image.registryId; responseElements.image.repositoryName; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.invokedBy; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail PutKeyPolicy,9c54c86b-43b9-4bb8-915d-6838beb7f07c,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail PutKeyPolicy,_time; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.bypassPolicyLockoutSafetyCheck; requestParameters.keyId; requestParameters.policy; requestParameters.policyName; resources{}.ARN; resources{}.accountId; resources{}.type; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.sessionContext.sessionIssuer.accountId; userIdentity.sessionContext.sessionIssuer.arn; userIdentity.sessionContext.sessionIssuer.principalId; userIdentity.sessionContext.sessionIssuer.type; userIdentity.sessionContext.sessionIssuer.userName; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail ReplaceNetworkAclEntry,db0c240e-3754-40e4-86ef-cde018ee9f65,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail ReplaceNetworkAclEntry,_time; action; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; direction; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; protocol; protocol_code; punct; readOnly; recipientAccountId; region; requestID; requestParameters.aclProtocol; requestParameters.cidrBlock; requestParameters.egress; requestParameters.networkAclId; requestParameters.ruleAction; requestParameters.ruleNumber; responseElements._return; responseElements.requestId; rule_action; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; src_ip_range; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.sessionContext.sessionIssuer.accountId; userIdentity.sessionContext.sessionIssuer.arn; userIdentity.sessionContext.sessionIssuer.principalId; userIdentity.sessionContext.sessionIssuer.type; userIdentity.sessionContext.sessionIssuer.userName; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail SetDefaultPolicyVersion,06e0b5a0-8d36-485e-befc-4ae79d77ef6c,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail SetDefaultPolicyVersion,_time; action; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.policyArn; requestParameters.versionId; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail StopLogging,c5de7c54-4809-4659-bf9f-3bacf8bdfd35,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail StopLogging,_time; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.name; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; timeendpos; timestartpos; tlsDetails.cipherSuite; tlsDetails.clientProvidedHostHeader; tlsDetails.tlsVersion; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail UpdateAccountPasswordPolicy,35a8cc97-3600-40e1-a5d1-1c2ad5060be0,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail UpdateAccountPasswordPolicy,_time; action; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.allowUsersToChangePassword; requestParameters.hardExpiry; requestParameters.minimumPasswordLength; requestParameters.requireLowercaseCharacters; requestParameters.requireNumbers; requestParameters.requireSymbols; requestParameters.requireUppercaseCharacters; responseElements; sessionCredentialFromConsole; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail UpdateLoginProfile,1db79158-e5d3-4d35-9d3c-586e44e09f1c,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail UpdateLoginProfile,_time; action; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.userName; responseElements; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail UpdateSAMLProvider,e5eb628d-711e-499c-87d9-8fa5dee419ec,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail UpdateSAMLProvider,_time; action; app; awsRegion; aws_account_id; change_type; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; eventtype; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.sAMLMetadataDocument; requestParameters.sAMLProviderArn; responseElements.sAMLProviderArn; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; status; tag; tag::eventtype; timeendpos; timestartpos; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.sessionContext.attributes.creationDate; userIdentity.sessionContext.attributes.mfaAuthenticated; userIdentity.sessionContext.sessionIssuer.accountId; userIdentity.sessionContext.sessionIssuer.arn; userIdentity.sessionContext.sessionIssuer.principalId; userIdentity.sessionContext.sessionIssuer.type; userIdentity.sessionContext.sessionIssuer.userName; userIdentity.type; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
AWS CloudTrail UpdateTrail,d5b7a1eb-711a-4c96-aa93-235fe3c8a939,"Patrick Bareiss, Splunk",Event source object for AWS CloudTrail UpdateTrail,_time; app; awsRegion; aws_account_id; command; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dvc; errorCode; eventCategory; eventID; eventName; eventSource; eventTime; eventType; eventVersion; host; index; linecount; managementEvent; msg; object_category; product; punct; readOnly; recipientAccountId; region; requestID; requestParameters.includeGlobalServiceEvents; requestParameters.isMultiRegionTrail; requestParameters.name; responseElements.includeGlobalServiceEvents; responseElements.isMultiRegionTrail; responseElements.isOrganizationTrail; responseElements.logFileValidationEnabled; responseElements.name; responseElements.s3BucketName; responseElements.trailARN; signature; source; sourceIPAddress; sourcetype; splunk_server; src; src_ip; start_time; timeendpos; timestartpos; tlsDetails.cipherSuite; tlsDetails.clientProvidedHostHeader; tlsDetails.tlsVersion; user; userAgent; userIdentity.accessKeyId; userIdentity.accountId; userIdentity.arn; userIdentity.principalId; userIdentity.type; userIdentity.userName; userName; user_access_key; user_agent; user_arn; user_group_id; user_id; user_name; user_type; vendor; vendor_account; vendor_product; vendor_region
Azure Active Directory Add app role assignment to service principal,8b2e84cd-6db0-47e9-badc-75c17df1995f,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Add app role assignment to service principal,_time; Level; additional_details; additional_details_name; additional_details_value; category; command; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; dest; dest_type; durationMs; dvc; eventtype; host; id; identity; index; linecount; object_attrs; object_id; operationName; operationVersion; path_from_resourceId; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.app.appId; properties.initiatedBy.app.displayName; properties.initiatedBy.app.servicePrincipalId; properties.initiatedBy.app.servicePrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.userAgent; punct; resourceId; result; resultSignature; result_id; signature; source; sourcetype; splunk_server; src_user_type; status; tag; tag::eventtype; tenantId; time; timeendpos; timestartpos; user_agent; user_type; vendor_account; vendor_product
Azure Active Directory Add member to role,1660d196-127f-4678-81b2-472d51711b07,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Add member to role,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Add owner to application,e895ed56-7be4-4b3a-b782-ecd0f594ec4c,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Add owner to application,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; eventtype; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tag; tag::eventtype; tenantId; time; timeendpos; timestartpos
Azure Active Directory Add service principal,fd89d337-e4c0-4162-ad13-bca36f096fe6,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Add service principal,_time; Level; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Add unverified domain,d4c01fb1-3b88-46d3-bd12-9b9e256450f7,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Add unverified domain,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Consent to application,4c5d6c49-53e3-4980-a4de-c63e26291ed0,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Consent to application,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; eventtype; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.userAgent; punct; resourceId; resultDescription; resultSignature; source; sourcetype; splunk_server; tag; tag::eventtype; tenantId; time; timeendpos; timestartpos
Azure Active Directory Disable Strong Authentication,8f31966d-c496-496d-8837-f7fd11f31255,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Disable Strong Authentication,_time; Level; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Enable account,cb49f3cd-04ad-415c-a5ed-9b27b2829fa7,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Enable account,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Invite external user,d3818bd5-f283-4518-8b67-df19240c3e40,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Invite external user,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Reset password (by admin),dcd0e4dc-68f8-4b77-a66f-89c57b3afa6b,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Reset password (by admin),_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.type; properties.targetResources{}.userPrincipalName; properties.userAgent; punct; resourceId; resultDescription; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
Azure Active Directory Set domain authentication,e7bcdab9-908c-40ab-ba38-5db54fa87750,"Patrick Bareiss, Splunk",Event source object for Azure Active Directory Set domain authentication,_time; Level; callerIpAddress; category; correlationId; date_hour; date_mday; date_minute; date_month; date_second; date_wday; date_year; date_zone; durationMs; host; index; linecount; operationName; operationVersion; properties.activityDateTime; properties.activityDisplayName; properties.additionalDetails{}.key; properties.additionalDetails{}.value; properties.category; properties.correlationId; properties.id; properties.initiatedBy.user.displayName; properties.initiatedBy.user.id; properties.initiatedBy.user.ipAddress; properties.initiatedBy.user.userPrincipalName; properties.loggedByService; properties.operationType; properties.result; properties.resultReason; properties.targetResources{}.displayName; properties.targetResources{}.id; properties.targetResources{}.modifiedProperties{}.displayName; properties.targetResources{}.modifiedProperties{}.newValue; properties.targetResources{}.modifiedProperties{}.oldValue; properties.userAgent; punct; resourceId; resultSignature; source; sourcetype; splunk_server; tenantId; time; timeendpos; timestartpos
