lolbas_file_name,lolbas_file_path,description
dxcap.exe,c:\windows\system32\*,DirectX diagnostics/debugger included with Visual Studio.
dxcap.exe,c:\windows\syswow64\*,DirectX diagnostics/debugger included with Visual Studio.
cdb.exe,c:\program files (x86)\windows kits\10\debuggers\x64\*,Debugging tool included with Windows Debugging Tools.
cdb.exe,c:\program files (x86)\windows kits\10\debuggers\x86\*,Debugging tool included with Windows Debugging Tools.
defaultpack.exe,c:\program files (x86)\microsoft\defaultpack\*,This binary can be downloaded along side multiple software downloads on the microsoft website. It gets downloaded when the user forgets to uncheck the option to set Bing as the default search provider.
devtoolslauncher.exe,c:\windows\system32\*,Binary will execute specified binary. Part of VS/VScode installation.
vsiisexelauncher.exe,c:\program files (x86)\microsoft visual studio\2019\community\common7\ide\extensions\microsoft\web tools\projectsystem\*,Binary will execute specified binary. Part of VS/VScode installation.
winword.exe,c:\program files\microsoft office\root\office*\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office 16\clientx64\root\office16\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office16\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office 15\clientx64\root\office15\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office15\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office 14\clientx64\root\office14\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office14\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office14\*,Microsoft Office binary
winword.exe,c:\program files (x86)\microsoft office\office12\*,Microsoft Office binary
winword.exe,c:\program files\microsoft office\office12\*,Microsoft Office binary
fsianycpu.exe,c:\program files (x86)\microsoft visual studio\2019\professional\common7\ide\commonextensions\microsoft\fsharp\*,32/64-bit FSharp (F#) Interpreter included with Visual Studio.
vsjitdebugger.exe,c:\windows\system32\*,Just-In-Time (JIT) debugger included with Visual Studio
wfc.exe,c:\program files (x86)\microsoft sdks\windows\v10.0a\bin\netfx 4.8 tools\*,The Workflow Command-line Compiler tool is included with the Windows Software Development Kit (SDK).
msdeploy.exe,c:\program files (x86)\iis\microsoft web deploy v3\*,Microsoft tool used to deploy Web Applications.
addinutil.exe,c:\windows\microsoft.net\framework\*\*,.NET Tool used for updating cache files for Microsoft Office Add-Ins.
addinutil.exe,c:\windows\microsoft.net\framework64\*\*,.NET Tool used for updating cache files for Microsoft Office Add-Ins.
appcert.exe,c:\program files (x86)\windows kits\10\app certification kit\*,Windows App Certification Kit command-line tool.
appcert.exe,c:\program files\windows kits\10\app certification kit\*,Windows App Certification Kit command-line tool.
bginfo.exe,*,Background Information Utility included with SysInternals Suite
code.exe,c:\users\*\appdata\local\programs\microsoft vs code\*,"VSCode binary, also portable (CLI) version"
code.exe,c:\program files\microsoft vs code\*,"VSCode binary, also portable (CLI) version"
code.exe,c:\program files (x86)\microsoft vs code\*,"VSCode binary, also portable (CLI) version"
colorcpl.exe,c:\windows\system32\*,Binary that handles color management
colorcpl.exe,c:\windows\syswow64\*,Binary that handles color management
createdump.exe,c:\program files\dotnet\shared\microsoft.netcore.app\*\*,Microsoft .NET Runtime Crash Dump Generator (included in .NET Core)
createdump.exe,c:\program files (x86)\dotnet\shared\microsoft.netcore.app\*\*,Microsoft .NET Runtime Crash Dump Generator (included in .NET Core)
createdump.exe,c:\program files\microsoft visual studio\*\community\dotnet\runtime\shared\microsoft.netcore.app\6.0.0\*,Microsoft .NET Runtime Crash Dump Generator (included in .NET Core)
createdump.exe,c:\program files (x86)\microsoft visual studio\*\community\dotnet\runtime\shared\microsoft.netcore.app\6.0.0\*,Microsoft .NET Runtime Crash Dump Generator (included in .NET Core)
customshellhost.exe,c:\windows\system32\*,A host process that is used by custom shells when using Windows in Kiosk mode.
devicecredentialdeployment.exe,c:\windows\system32\*,Device Credential Deployment
devinit.exe,c:\program files\microsoft visual studio\*\community\common7\tools\devinit\*,Visual Studio 2019 tool
devinit.exe,c:\program files (x86)\microsoft visual studio\*\community\common7\tools\devinit\*,Visual Studio 2019 tool
devtunnel.exe,c:\users\*\appdata\local\temp\.net\devtunnel\*,Binary to enable forwarded ports on windows operating systems.
devtunnel.exe,c:\users\*\appdata\local\temp\devtunnels\*,Binary to enable forwarded ports on windows operating systems.
dnx.exe,*,.Net Execution environment file included with .Net.
dsdbutil.exe,c:\windows\system32\*,Dsdbutil is a command-line tool that is built into Windows Server. It is available if you have the AD LDS server role installed. Can be used as a command line utility to export Active Directory.
dsdbutil.exe,c:\windows\syswow64\*,Dsdbutil is a command-line tool that is built into Windows Server. It is available if you have the AD LDS server role installed. Can be used as a command line utility to export Active Directory.
dumpminitool.exe,c:\program files\microsoft visual studio\2022\community\common7\ide\extensions\testplatform\extensions\*,Dump tool part Visual Studio 2022
fsutil.exe,c:\windows\system32\*,File System Utility
fsutil.exe,c:\windows\syswow64\*,File System Utility
iediagcmd.exe,c:\program files\internet explorer\*,Diagnostics Utility for Internet Explorer
launch-vsdevshell.ps1,c:\program files (x86)\microsoft visual studio\2019\community\common7\tools\*,Locates and imports a Developer PowerShell module and calls the Enter-VsDevShell cmdlet
launch-vsdevshell.ps1,c:\program files\microsoft visual studio\2022\community\common7\tools\*,Locates and imports a Developer PowerShell module and calls the Enter-VsDevShell cmdlet
ldifde.exe,c:\windows\system32\*,"Creates, modifies, and deletes LDAP directory objects."
ldifde.exe,c:\windows\syswow64\*,"Creates, modifies, and deletes LDAP directory objects."
microsoft.nodejstools.pressanykey.exe,c:\program files\microsoft visual studio\*\community\common7\ide\extensions\microsoft\nodejstools\nodejstools\*,Part of the NodeJS Visual Studio tools.
microsoft.nodejstools.pressanykey.exe,c:\program files (x86)\microsoft visual studio\*\community\common7\ide\extensions\microsoft\nodejstools\nodejstools\*,Part of the NodeJS Visual Studio tools.
msaccess.exe,c:\program files\microsoft office\root\office*\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office 16\clientx64\root\office16\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office\office16\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office 15\clientx64\root\office15\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office\office15\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office 14\clientx64\root\office14\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office\office14\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office\office14\*,Microsoft Office component
msaccess.exe,c:\program files (x86)\microsoft office\office12\*,Microsoft Office component
msaccess.exe,c:\program files\microsoft office\office12\*,Microsoft Office component
msedge.exe,c:\users\*\appdata\local\microsoft\edge\*,Microsoft Edge browser
msedge.exe,c:\program files\microsoft\edge\application\*,Microsoft Edge browser
msedge.exe,c:\program files (x86)\microsoft\edge\application\*,Microsoft Edge browser
msedgewebview2.exe,c:\program files (x86)\microsoft\edge\application\*,"msedgewebview2.exe is the executable file for Microsoft Edge WebView2, which is a web browser control used by applications to display web content."
msedge_proxy.exe,c:\\program files (x86)\microsoft\edge\application\*,Microsoft Edge Browser
msohtmed.exe,c:\program files\microsoft office\root\office*\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office 16\clientx64\root\office16\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office\office16\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office 15\clientx64\root\office15\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office\office15\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office 14\clientx64\root\office14\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office\office14\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office\office14\*,Microsoft Office component
msohtmed.exe,c:\program files (x86)\microsoft office\office12\*,Microsoft Office component
msohtmed.exe,c:\program files\microsoft office\office12\*,Microsoft Office component
mspub.exe,c:\program files\microsoft office\root\office*\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office 16\clientx64\root\office16\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office\office16\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office 15\clientx64\root\office15\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office\office15\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office 14\clientx86\root\office14\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office 14\clientx64\root\office14\*,Microsoft Publisher
mspub.exe,c:\program files (x86)\microsoft office\office14\*,Microsoft Publisher
mspub.exe,c:\program files\microsoft office\office14\*,Microsoft Publisher
msxsl.exe,*,Command line utility used to perform XSL transformations.
onedrivestandaloneupdater.exe,c:\users\*\appdata\local\microsoft\onedrive\*,OneDrive Standalone Updater
openconsole.exe,c:\program files (x86)\microsoft visual studio\2019\community\common7\ide\commonextensions\microsoft\terminal\servicehub\os64\*,Console Window host for Windows Terminal
openconsole.exe,c:\program files (x86)\microsoft visual studio\2019\community\common7\ide\commonextensions\microsoft\terminal\servicehub\os86\*,Console Window host for Windows Terminal
openconsole.exe,c:\program files\microsoft visual studio\2022\community\common7\ide\commonextensions\microsoft\terminal\servicehub\os64\*,Console Window host for Windows Terminal
procdump.exe,*,SysInternals Memory Dump Tool
protocolhandler.exe,c:\program files\microsoft office\root\office*\*,Microsoft Office binary
protocolhandler.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Office binary
protocolhandler.exe,c:\program files (x86)\microsoft office 16\clientx86\root\office16\*,Microsoft Office binary
protocolhandler.exe,c:\program files\microsoft office 16\clientx64\root\office16\*,Microsoft Office binary
protocolhandler.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Office binary
protocolhandler.exe,c:\program files\microsoft office\office16\*,Microsoft Office binary
protocolhandler.exe,c:\program files (x86)\microsoft office 15\clientx86\root\office15\*,Microsoft Office binary
protocolhandler.exe,c:\program files\microsoft office 15\clientx64\root\office15\*,Microsoft Office binary
protocolhandler.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Office binary
protocolhandler.exe,c:\program files\microsoft office\office15\*,Microsoft Office binary
provlaunch.exe,c:\windows\system32\*,Launcher process
rcsi.exe,*,Non-Interactive command line inerface included with Visual Studio.
runexehelper.exe,c:\windows\system32\*,Launcher process
scrobj.dll,c:\windows\system32\*,Windows Script Component Runtime
scrobj.dll,c:\windows\syswow64\*,Windows Script Component Runtime
setres.exe,c:\windows\system32\*,Configures display settings
shimgvw.dll,c:\windows\system32\*,Photo Gallery Viewer
shimgvw.dll,c:\windows\syswow64\*,Photo Gallery Viewer
squirrel.exe,c:\users\*\appdata\local\microsoft\teams\current\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
squirrel.exe,c:\users\*\appdata\local\microsoft\teams\stage\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
squirrel.exe,c:\programdata\*\microsoft\teams\current\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
ssh.exe,c:\windows\system32\openssh\*,Ssh.exe is the OpenSSH compatible client can be used to connect to Windows 10 (build 1809 and later) and Windows Server 2019 devices.
tar.exe,c:\windows\system32\*,Used by Windows to extract and create archives.
tar.exe,c:\windows\syswow64\*,Used by Windows to extract and create archives.
te.exe,*,Testing tool included with Microsoft Test Authoring and Execution Framework (TAEF).
teams.exe,c:\users\*\appdata\local\microsoft\teams\current\*,Electron runtime binary which runs the Teams application
teams.exe,c:\users\*\appdata\local\microsoft\teams\stage\*,Electron runtime binary which runs the Teams application
teams.exe,c:\programdata\*\microsoft\teams\current\*,Electron runtime binary which runs the Teams application
testwindowremoteagent.exe,c:\program files\microsoft visual studio\2022\community\common7\ide\commonextensions\microsoft\testwindow\remoteagent\*,TestWindowRemoteAgent.exe is the command-line tool to establish RPC
tracker.exe,*,Tool included with Microsoft .Net Framework.
unregmp2.exe,c:\windows\system32\*,Microsoft Windows Media Player Setup Utility
unregmp2.exe,c:\windows\syswow64\*,Microsoft Windows Media Player Setup Utility
update.exe,c:\users\*\appdata\local\microsoft\teams\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
update.exe,c:\users\*\appdata\local\squirreltemp\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
update.exe,c:\programdata\*\microsoft\teams\*,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.
vsdiagnostics.exe,c:\program files\microsoft visual studio\2022\community\team tools\diagnosticshub\collector\*,Command-line tool used for performing diagnostics.
vshadow.exe,c:\program files (x86)\windows kits\10\bin\10.0.xxxxx.0\x64\*,VShadow is a command-line tool that can be used to create and manage volume shadow copies.
vsls-agent.exe,c:\program files (x86)\microsoft visual studio\2019\professional\common7\ide\extensions\microsoft\liveshare\agent\*,Agent for Visual Studio Live Share (Code Collaboration)
vstest.console.exe,c:\program files\microsoft visual studio\2022\community\common7\ide\commonextensions\microsoft\testwindow\*,VSTest.Console.exe is the command-line tool to run tests
vstest.console.exe,c:\program files (x86)\microsoft visual studio\2022\testagent\common7\ide\commonextensions\microsoft\testwindow\*,VSTest.Console.exe is the command-line tool to run tests
wbadmin.exe,c:\windows\system32\*,Windows Backup Administration utility
winget.exe,c:\users\*\appdata\local\microsoft\windowsapps\*,Windows Package Manager tool
winproj.exe,c:\program files\microsoft office\root\office*\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\root\office*\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\office14\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\office14\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\office15\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\office15\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\office16\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\office16\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\root\office14\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\root\office14\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\root\office15\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\root\office15\*,Microsoft Project Executable
winproj.exe,c:\program files (x86)\microsoft office\root\office16\*,Microsoft Project Executable
winproj.exe,c:\program files\microsoft office\root\office16\*,Microsoft Project Executable
wt.exe,c:\program files\windowsapps\microsoft.windowsterminal_*,Windows Terminal
